"","University of Illinois",""
"Timestamp","New Nexus 1272 Meter","Inverters"
"","kW","kW"
"1/12/2017 12:00 AM","-17.7","0"
"1/12/2017 12:15 AM","-17.3","0"
"1/12/2017 12:30 AM","-17.1","0"
"1/12/2017 12:45 AM","-17","0"
"1/12/2017 1:00 AM","-16.9","0"
"1/12/2017 1:15 AM","-16.7","0"
"1/12/2017 1:30 AM","-15.9","0"
"1/12/2017 1:45 AM","-17.3","0"
"1/12/2017 2:00 AM","-24.1","0"
"1/12/2017 2:15 AM","-17.9","0"
"1/12/2017 2:30 AM","-19.9","0"
"1/12/2017 2:45 AM","-18.1","0"
"1/12/2017 3:00 AM","-18.9","0"
"1/12/2017 3:15 AM","-18.2","0"
"1/12/2017 3:30 AM","-16.3","0"
"1/12/2017 3:45 AM","-19.9","0"
"1/12/2017 4:00 AM","-18.1","0"
"1/12/2017 4:15 AM","-17.8","0"
"1/12/2017 4:30 AM","-18.9","0"
"1/12/2017 4:45 AM","-17.4","0"
"1/12/2017 5:00 AM","-20.6","0"
"1/12/2017 5:15 AM","-16","0"
"1/12/2017 5:30 AM","-21.9","0"
"1/12/2017 5:45 AM","-22.2","0"
"1/12/2017 6:00 AM","-20.3","0"
"1/12/2017 6:15 AM","-19.3","0"
"1/12/2017 6:30 AM","-18.2","0"
"1/12/2017 6:45 AM","-20","0"
"1/12/2017 7:00 AM","-22.8","0"
"1/12/2017 7:15 AM","-23.6","0"
"1/12/2017 7:30 AM","-27.1","0"
"1/12/2017 7:45 AM","-19.3","6.28"
"1/12/2017 8:00 AM","24.5","50"
"1/12/2017 8:15 AM","33.4","57.1"
"1/12/2017 8:30 AM","36.5","61.4"
"1/12/2017 8:45 AM","62.9","90.5"
"1/12/2017 9:00 AM","85.4","113"
"1/12/2017 9:15 AM","103","128"
"1/12/2017 9:30 AM","173","203"
"1/12/2017 9:45 AM","173","202"
"1/12/2017 10:00 AM","255","283"
"1/12/2017 10:15 AM","372","400"
"1/12/2017 10:30 AM","401","432"
"1/12/2017 10:45 AM","612","662"
"1/12/2017 11:00 AM","601","646"
"1/12/2017 11:15 AM","407","438"
"1/12/2017 11:30 AM","409","445"
"1/12/2017 11:45 AM","566","604"
"1/12/2017 12:00 PM","712","742"
"1/12/2017 12:15 PM","671","709"
"1/12/2017 12:30 PM","669","709"
"1/12/2017 12:45 PM","751","803"
"1/12/2017 1:00 PM","899","943"
"1/12/2017 1:15 PM","867","908"
"1/12/2017 1:30 PM","584","608"
"1/12/2017 1:45 PM","525","560"
"1/12/2017 2:00 PM","347","377"
"1/12/2017 2:15 PM","260","283"
"1/12/2017 2:30 PM","227","248"
"1/12/2017 2:45 PM","184","208"
"1/12/2017 3:00 PM","155","183"
"1/12/2017 3:15 PM","135","160"
"1/12/2017 3:30 PM","115","137"
"1/12/2017 3:45 PM","36.6","61.1"
"1/12/2017 4:00 PM","7.35","29.1"
"1/12/2017 4:15 PM","7.6","32"
"1/12/2017 4:30 PM","-14.2","6.8"
"1/12/2017 4:45 PM","-22.8","0.598"
"1/12/2017 5:00 PM","-22.3","0"
"1/12/2017 5:15 PM","-18.7","0"
"1/12/2017 5:30 PM","-18.4","0"
"1/12/2017 5:45 PM","-19.4","0"
"1/12/2017 6:00 PM","-18.2","0"
"1/12/2017 6:15 PM","-20.8","0"
"1/12/2017 6:30 PM","-23.4","0"
"1/12/2017 6:45 PM","-21.6","0"
"1/12/2017 7:00 PM","-23.8","0"
"1/12/2017 7:15 PM","-20.9","0"
"1/12/2017 7:30 PM","-20.7","0"
"1/12/2017 7:45 PM","-22.8","0"
"1/12/2017 8:00 PM","-18.3","0"
"1/12/2017 8:15 PM","-18","0"
"1/12/2017 8:30 PM","-18.2","0"
"1/12/2017 8:45 PM","-19.1","0"
"1/12/2017 9:00 PM","-18.3","0"
"1/12/2017 9:15 PM","-19.3","0"
"1/12/2017 9:30 PM","-21","0"
"1/12/2017 9:45 PM","-21.9","0"
"1/12/2017 10:00 PM","-20.7","0"
"1/12/2017 10:15 PM","-19.5","0"
"1/12/2017 10:30 PM","-17.5","0"
"1/12/2017 10:45 PM","-18.3","0"
"1/12/2017 11:00 PM","-19.2","0"
"1/12/2017 11:15 PM","-19","0"
"1/12/2017 11:30 PM","-19.1","0"
"1/12/2017 11:45 PM","-19.1","0"
