"","University of Illinois",""
"Timestamp","New Nexus 1272 Meter","Inverters"
"","kW","kW"
"8/2/2017 12:00 AM","-14.2","0"
"8/2/2017 12:15 AM","-14","0"
"8/2/2017 12:30 AM","-14","0"
"8/2/2017 12:45 AM","-14.1","0"
"8/2/2017 1:00 AM","-14.1","0"
"8/2/2017 1:15 AM","-14.2","0"
"8/2/2017 1:30 AM","-14.2","0"
"8/2/2017 1:45 AM","-14.2","0"
"8/2/2017 2:00 AM","-14.2","0"
"8/2/2017 2:15 AM","-14.2","0"
"8/2/2017 2:30 AM","-14.3","0"
"8/2/2017 2:45 AM","-14.1","0"
"8/2/2017 3:00 AM","-14","0"
"8/2/2017 3:15 AM","-14","0"
"8/2/2017 3:30 AM","-14","0"
"8/2/2017 3:45 AM","-14","0"
"8/2/2017 4:00 AM","-13.9","0"
"8/2/2017 4:15 AM","-13.9","0"
"8/2/2017 4:30 AM","-13.9","0"
"8/2/2017 4:45 AM","-13.9","0"
"8/2/2017 5:00 AM","-13.9","0"
"8/2/2017 5:15 AM","-14.2","0"
"8/2/2017 5:30 AM","-14.5","0"
"8/2/2017 5:45 AM","-13.7","1.59"
"8/2/2017 6:00 AM","23.4","42"
"8/2/2017 6:15 AM","83.7","101"
"8/2/2017 6:30 AM","183","199"
"8/2/2017 6:45 AM","285","300"
"8/2/2017 7:00 AM","432","449"
"8/2/2017 7:15 AM","635","650"
"8/2/2017 7:30 AM","895","912"
"8/2/2017 7:45 AM","1174","1193"
"8/2/2017 8:00 AM","1486","1505"
"8/2/2017 8:15 AM","1796","1830"
"8/2/2017 8:30 AM","2088","2112"
"8/2/2017 8:45 AM","2356","2385"
"8/2/2017 9:00 AM","2609","2640"
"8/2/2017 9:15 AM","2851","2885"
"8/2/2017 9:30 AM","3087","3122"
"8/2/2017 9:45 AM","3330","3369"
"8/2/2017 10:00 AM","3478","3524"
"8/2/2017 10:15 AM","3056","3098"
"8/2/2017 10:30 AM","3492","3533"
"8/2/2017 10:45 AM","3654","3689"
"8/2/2017 11:00 AM","3683","3713"
"8/2/2017 11:15 AM","3831","3921"
"8/2/2017 11:30 AM","3575","3571"
"8/2/2017 11:45 AM","4048","4138"
"8/2/2017 12:00 PM","4485","4527"
"8/2/2017 12:15 PM","4449","4445"
"8/2/2017 12:30 PM","4446","4545"
"8/2/2017 12:45 PM","4198","4382"
"8/2/2017 1:00 PM","3570","3674"
"8/2/2017 1:15 PM","4480","4509"
"8/2/2017 1:30 PM","1219","1283"
"8/2/2017 1:45 PM","1505","1581"
"8/2/2017 2:00 PM","2651","2614"
"8/2/2017 2:15 PM","1616","1644"
"8/2/2017 2:30 PM","4277","4337"
"8/2/2017 2:45 PM","3685","3763"
"8/2/2017 3:00 PM","2270","2404"
"8/2/2017 3:15 PM","973","1001"
"8/2/2017 3:30 PM","1137","1164"
"8/2/2017 3:45 PM","2885","2908"
"8/2/2017 4:00 PM","3518","3568"
"8/2/2017 4:15 PM","2966","3044"
"8/2/2017 4:30 PM","597","605"
"8/2/2017 4:45 PM","628","655"
"8/2/2017 5:00 PM","968","991"
"8/2/2017 5:15 PM","1391","1425"
"8/2/2017 5:30 PM","999","1031"
"8/2/2017 5:45 PM","1228","1228"
"8/2/2017 6:00 PM","1229","1260"
"8/2/2017 6:15 PM","1014","1039"
"8/2/2017 6:30 PM","595","624"
"8/2/2017 6:45 PM","295","320"
"8/2/2017 7:00 PM","192","214"
"8/2/2017 7:15 PM","97.7","118"
"8/2/2017 7:30 PM","20.6","42.3"
"8/2/2017 7:45 PM","11.1","26.8"
"8/2/2017 8:00 PM","-12.2","5.21"
"8/2/2017 8:15 PM","-14.3","0"
"8/2/2017 8:30 PM","-14.1","0"
"8/2/2017 8:45 PM","-13.8","0"
"8/2/2017 9:00 PM","-13.9","0"
"8/2/2017 9:15 PM","-13.8","0"
"8/2/2017 9:30 PM","-13.9","0"
"8/2/2017 9:45 PM","-14","0"
"8/2/2017 10:00 PM","-14.1","0"
"8/2/2017 10:15 PM","-13.9","0"
"8/2/2017 10:30 PM","-14","0"
"8/2/2017 10:45 PM","-14.1","0"
"8/2/2017 11:00 PM","-14","0"
"8/2/2017 11:15 PM","-14","0"
"8/2/2017 11:30 PM","-14.1","0"
"8/2/2017 11:45 PM","-14.1","0"
