"","University of Illinois",""
"Timestamp","New Nexus 1272 Meter","Inverters"
"","kW","kW"
"2/25/2017 12:00 AM","-12.4","0"
"2/25/2017 12:15 AM","-12.4","0"
"2/25/2017 12:30 AM","-12.5","0"
"2/25/2017 12:45 AM","-12.4","0"
"2/25/2017 1:00 AM","-12.4","0"
"2/25/2017 1:15 AM","-12.5","0"
"2/25/2017 1:30 AM","-12.4","0"
"2/25/2017 1:45 AM","-12.4","0"
"2/25/2017 2:00 AM","-19.6","0"
"2/25/2017 2:15 AM","-17.1","0"
"2/25/2017 2:30 AM","-17","0"
"2/25/2017 2:45 AM","-15.9","0"
"2/25/2017 3:00 AM","-16","0"
"2/25/2017 3:15 AM","-15.8","0"
"2/25/2017 3:30 AM","-15.8","0"
"2/25/2017 3:45 AM","-13.9","0"
"2/25/2017 4:00 AM","-14.7","0"
"2/25/2017 4:15 AM","-18.1","0"
"2/25/2017 4:30 AM","-19.4","0"
"2/25/2017 4:45 AM","-18.6","0"
"2/25/2017 5:00 AM","-15.5","0"
"2/25/2017 5:15 AM","-14.3","0"
"2/25/2017 5:30 AM","-15","0"
"2/25/2017 5:45 AM","-17.2","0"
"2/25/2017 6:00 AM","-15.9","0"
"2/25/2017 6:15 AM","-19.3","0"
"2/25/2017 6:30 AM","-18","0.205"
"2/25/2017 6:45 AM","-3.84","17.7"
"2/25/2017 7:00 AM","43.2","63.5"
"2/25/2017 7:15 AM","96.1","118"
"2/25/2017 7:30 AM","272","291"
"2/25/2017 7:45 AM","269","289"
"2/25/2017 8:00 AM","311","340"
"2/25/2017 8:15 AM","879","899"
"2/25/2017 8:30 AM","865","945"
"2/25/2017 8:45 AM","2428","2558"
"2/25/2017 9:00 AM","1425","1372"
"2/25/2017 9:15 AM","1425","1415"
"2/25/2017 9:30 AM","3788","3703"
"2/25/2017 9:45 AM","3698","3647"
"2/25/2017 10:00 AM","3806","3518"
"2/25/2017 10:15 AM","1899","1935"
"2/25/2017 10:30 AM","1717","1816"
"2/25/2017 10:45 AM","2328","2224"
"2/25/2017 11:00 AM","3181","3312"
"2/25/2017 11:15 AM","2996","2889"
"2/25/2017 11:30 AM","3130","3187"
"2/25/2017 11:45 AM","3793","4418"
"2/25/2017 12:00 PM","3448","3461"
"2/25/2017 12:15 PM","3276","3295"
"2/25/2017 12:30 PM","2952","2720"
"2/25/2017 12:45 PM","4546","4605"
"2/25/2017 1:00 PM","3713","3941"
"2/25/2017 1:15 PM","3022","2700"
"2/25/2017 1:30 PM","4420","4261"
"2/25/2017 1:45 PM","3864","3947"
"2/25/2017 2:00 PM","3711","3758"
"2/25/2017 2:15 PM","4033","4235"
"2/25/2017 2:30 PM","3398","3764"
"2/25/2017 2:45 PM","3236","3201"
"2/25/2017 3:00 PM","2717","2582"
"2/25/2017 3:15 PM","3036","3132"
"2/25/2017 3:30 PM","2427","2512"
"2/25/2017 3:45 PM","2172","2246"
"2/25/2017 4:00 PM","1472","1506"
"2/25/2017 4:15 PM","1095","1131"
"2/25/2017 4:30 PM","882","916"
"2/25/2017 4:45 PM","528","555"
"2/25/2017 5:00 PM","148","168"
"2/25/2017 5:15 PM","67.6","87.9"
"2/25/2017 5:30 PM","-0.297","22.4"
"2/25/2017 5:45 PM","-19","1.42"
"2/25/2017 6:00 PM","-22.1","0"
"2/25/2017 6:15 PM","-20.5","0"
"2/25/2017 6:30 PM","-18.8","0"
"2/25/2017 6:45 PM","-20.9","0"
"2/25/2017 7:00 PM","-23","0"
"2/25/2017 7:15 PM","-17.9","0"
"2/25/2017 7:30 PM","-19.6","0"
"2/25/2017 7:45 PM","-19.8","0"
"2/25/2017 8:00 PM","-19.3","0"
"2/25/2017 8:15 PM","-18.9","0"
"2/25/2017 8:30 PM","-18.6","0"
"2/25/2017 8:45 PM","-16.8","0"
"2/25/2017 9:00 PM","-18.9","0"
"2/25/2017 9:15 PM","-18.5","0"
"2/25/2017 9:30 PM","-19","0"
"2/25/2017 9:45 PM","-19.6","0"
"2/25/2017 10:00 PM","-19.8","0"
"2/25/2017 10:15 PM","-20.1","0"
"2/25/2017 10:30 PM","-18.7","0"
"2/25/2017 10:45 PM","-18","0"
"2/25/2017 11:00 PM","-19.4","0"
"2/25/2017 11:15 PM","-18.3","0"
"2/25/2017 11:30 PM","-18.7","0"
"2/25/2017 11:45 PM","-17.2","0"
