"","University of Illinois",""
"Timestamp","New Nexus 1272 Meter","Inverters"
"","kW","kW"
"5/15/2017 12:00 AM","-14.3","0"
"5/15/2017 12:15 AM","-14.2","0"
"5/15/2017 12:30 AM","-14.3","0"
"5/15/2017 12:45 AM","-14.2","0"
"5/15/2017 1:00 AM","-14.1","0"
"5/15/2017 1:15 AM","-14.2","0"
"5/15/2017 1:30 AM","-14.2","0"
"5/15/2017 1:45 AM","-14.1","0"
"5/15/2017 2:00 AM","-14.1","0"
"5/15/2017 2:15 AM","-14.2","0"
"5/15/2017 2:30 AM","-14.3","0"
"5/15/2017 2:45 AM","-14.2","0"
"5/15/2017 3:00 AM","-14.1","0"
"5/15/2017 3:15 AM","-14.2","0"
"5/15/2017 3:30 AM","-14.3","0"
"5/15/2017 3:45 AM","-14.1","0"
"5/15/2017 4:00 AM","-14.2","0"
"5/15/2017 4:15 AM","-14.3","0"
"5/15/2017 4:30 AM","-14.1","0"
"5/15/2017 4:45 AM","-14.3","0"
"5/15/2017 5:00 AM","-14.5","0"
"5/15/2017 5:15 AM","-14.7","0"
"5/15/2017 5:30 AM","-9.02","7.39"
"5/15/2017 5:45 AM","28.5","45.4"
"5/15/2017 6:00 AM","74.8","89.9"
"5/15/2017 6:15 AM","129","143"
"5/15/2017 6:30 AM","237","247"
"5/15/2017 6:45 AM","410","415"
"5/15/2017 7:00 AM","642","654"
"5/15/2017 7:15 AM","933","948"
"5/15/2017 7:30 AM","1218","1246"
"5/15/2017 7:45 AM","1569","1586"
"5/15/2017 8:00 AM","1884","1901"
"5/15/2017 8:15 AM","2190","2215"
"5/15/2017 8:30 AM","2471","2516"
"5/15/2017 8:45 AM","2765","2802"
"5/15/2017 9:00 AM","3024","3056"
"5/15/2017 9:15 AM","3256","3291"
"5/15/2017 9:30 AM","3354","3386"
"5/15/2017 9:45 AM","3591","3633"
"5/15/2017 10:00 AM","3821","3882"
"5/15/2017 10:15 AM","4032","4074"
"5/15/2017 10:30 AM","4180","4231"
"5/15/2017 10:45 AM","4287","4344"
"5/15/2017 11:00 AM","4402","4457"
"5/15/2017 11:15 AM","4517","4581"
"5/15/2017 11:30 AM","4466","4510"
"5/15/2017 11:45 AM","4531","4615"
"5/15/2017 12:00 PM","4605","4682"
"5/15/2017 12:15 PM","4612","4681"
"5/15/2017 12:30 PM","4600","4676"
"5/15/2017 12:45 PM","4612","4678"
"5/15/2017 1:00 PM","4638","4690"
"5/15/2017 1:15 PM","4505","4523"
"5/15/2017 1:30 PM","4611","4648"
"5/15/2017 1:45 PM","4442","4508"
"5/15/2017 2:00 PM","4300","4371"
"5/15/2017 2:15 PM","3862","3884"
"5/15/2017 2:30 PM","4315","4363"
"5/15/2017 2:45 PM","4192","4305"
"5/15/2017 3:00 PM","4084","4155"
"5/15/2017 3:15 PM","3851","3894"
"5/15/2017 3:30 PM","3621","3674"
"5/15/2017 3:45 PM","3466","3491"
"5/15/2017 4:00 PM","3085","3139"
"5/15/2017 4:15 PM","2700","2760"
"5/15/2017 4:30 PM","2747","2812"
"5/15/2017 4:45 PM","2375","2401"
"5/15/2017 5:00 PM","2012","2010"
"5/15/2017 5:15 PM","2073","2114"
"5/15/2017 5:30 PM","1562","1582"
"5/15/2017 5:45 PM","1427","1447"
"5/15/2017 6:00 PM","1017","1043"
"5/15/2017 6:15 PM","623","647"
"5/15/2017 6:30 PM","505","523"
"5/15/2017 6:45 PM","305","325"
"5/15/2017 7:00 PM","204","228"
"5/15/2017 7:15 PM","149","170"
"5/15/2017 7:30 PM","98.5","119"
"5/15/2017 7:45 PM","29.2","50.3"
"5/15/2017 8:00 PM","-12","5.36"
"5/15/2017 8:15 PM","-14.1","0"
"5/15/2017 8:30 PM","-14","0"
"5/15/2017 8:45 PM","-13.7","0"
"5/15/2017 9:00 PM","-13.7","0"
"5/15/2017 9:15 PM","-13.6","0"
"5/15/2017 9:30 PM","-13.7","0"
"5/15/2017 9:45 PM","-13.8","0"
"5/15/2017 10:00 PM","-13.7","0"
"5/15/2017 10:15 PM","-13.9","0"
"5/15/2017 10:30 PM","-13.9","0"
"5/15/2017 10:45 PM","-13.8","0"
"5/15/2017 11:00 PM","-13.9","0"
"5/15/2017 11:15 PM","-14","0"
"5/15/2017 11:30 PM","-14","0"
"5/15/2017 11:45 PM","-13.9","0"
