"","University of Illinois",""
"Timestamp","New Nexus 1272 Meter","Inverters"
"","kW","kW"
"6/14/2018 12:00 AM","-14","0"
"6/14/2018 12:15 AM","-14","0"
"6/14/2018 12:30 AM","-14","0"
"6/14/2018 12:45 AM","-14.1","0"
"6/14/2018 1:00 AM","-14","0"
"6/14/2018 1:15 AM","-14","0"
"6/14/2018 1:30 AM","-14","0"
"6/14/2018 1:45 AM","-13.9","0"
"6/14/2018 2:00 AM","-14","0"
"6/14/2018 2:15 AM","-14.1","0"
"6/14/2018 2:30 AM","-14.2","0"
"6/14/2018 2:45 AM","-14.2","0"
"6/14/2018 3:00 AM","-14.1","0"
"6/14/2018 3:15 AM","-14.1","0"
"6/14/2018 3:30 AM","-14.1","0"
"6/14/2018 3:45 AM","-14.1","0"
"6/14/2018 4:00 AM","-14.1","0"
"6/14/2018 4:15 AM","-14","0"
"6/14/2018 4:30 AM","-14","0"
"6/14/2018 4:45 AM","-14.1","0"
"6/14/2018 5:00 AM","-14.4","0"
"6/14/2018 5:15 AM","-14","0.81"
"6/14/2018 5:30 AM","25.2","41"
"6/14/2018 5:45 AM","68.2","83.4"
"6/14/2018 6:00 AM","83.6","98.7"
"6/14/2018 6:15 AM","106","121"
"6/14/2018 6:30 AM","207","223"
"6/14/2018 6:45 AM","483","496"
"6/14/2018 7:00 AM","711","717"
"6/14/2018 7:15 AM","950","966"
"6/14/2018 7:30 AM","1216","1233"
"6/14/2018 7:45 AM","1508","1526"
"6/14/2018 8:00 AM","1800","1820"
"6/14/2018 8:15 AM","2075","2108"
"6/14/2018 8:30 AM","2402","2426"
"6/14/2018 8:45 AM","2561","2600"
"6/14/2018 9:00 AM","2878","2913"
"6/14/2018 9:15 AM","3107","3148"
"6/14/2018 9:30 AM","3333","3375"
"6/14/2018 9:45 AM","3523","3576"
"6/14/2018 10:00 AM","3624","3670"
"6/14/2018 10:15 AM","3693","3738"
"6/14/2018 10:30 AM","3829","3828"
"6/14/2018 10:45 AM","3593","3734"
"6/14/2018 11:00 AM","3273","3268"
"6/14/2018 11:15 AM","4025","4030"
"6/14/2018 11:30 AM","3883","3936"
"6/14/2018 11:45 AM","4050","4123"
"6/14/2018 12:00 PM","4065","4114"
"6/14/2018 12:15 PM","4089","4158"
"6/14/2018 12:30 PM","4156","4215"
"6/14/2018 12:45 PM","4039","4102"
"6/14/2018 1:00 PM","4167","4231"
"6/14/2018 1:15 PM","4117","4203"
"6/14/2018 1:30 PM","4162","4231"
"6/14/2018 1:45 PM","4016","4090"
"6/14/2018 2:00 PM","3338","3362"
"6/14/2018 2:15 PM","3765","3791"
"6/14/2018 2:30 PM","3753","3800"
"6/14/2018 2:45 PM","3477","3537"
"6/14/2018 3:00 PM","3708","3764"
"6/14/2018 3:15 PM","2992","3034"
"6/14/2018 3:30 PM","2407","2478"
"6/14/2018 3:45 PM","2162","2202"
"6/14/2018 4:00 PM","1807","1836"
"6/14/2018 4:15 PM","1783","1811"
"6/14/2018 4:30 PM","1867","1897"
"6/14/2018 4:45 PM","1886","1916"
"6/14/2018 5:00 PM","2216","2249"
"6/14/2018 5:15 PM","1444","1471"
"6/14/2018 5:30 PM","909","932"
"6/14/2018 5:45 PM","1025","1048"
"6/14/2018 6:00 PM","859","879"
"6/14/2018 6:15 PM","645","666"
"6/14/2018 6:30 PM","509","528"
"6/14/2018 6:45 PM","350","371"
"6/14/2018 7:00 PM","202","220"
"6/14/2018 7:15 PM","106","125"
"6/14/2018 7:30 PM","102","121"
"6/14/2018 7:45 PM","74.5","92.9"
"6/14/2018 8:00 PM","5.62","23.8"
"6/14/2018 8:15 PM","-14","0.44"
"6/14/2018 8:30 PM","-13.9","0"
"6/14/2018 8:45 PM","-13.9","0"
"6/14/2018 9:00 PM","-13.5","0"
"6/14/2018 9:15 PM","-13.9","0"
"6/14/2018 9:30 PM","-13.9","0"
"6/14/2018 9:45 PM","-14","0"
"6/14/2018 10:00 PM","-13.9","0"
"6/14/2018 10:15 PM","-13.9","0"
"6/14/2018 10:30 PM","-14","0"
"6/14/2018 10:45 PM","-13.9","0"
"6/14/2018 11:00 PM","-13.9","0"
"6/14/2018 11:15 PM","-13.8","0"
"6/14/2018 11:30 PM","-13.8","0"
"6/14/2018 11:45 PM","-13.9","0"
