"","University of Illinois",""
"Timestamp","New Nexus 1272 Meter","Inverters"
"","kW","kW"
"8/12/2018 12:00 AM","-14","0"
"8/12/2018 12:15 AM","-14","0"
"8/12/2018 12:30 AM","-14","0"
"8/12/2018 12:45 AM","-13.9","0"
"8/12/2018 1:00 AM","-13.9","0"
"8/12/2018 1:15 AM","-13.8","0"
"8/12/2018 1:30 AM","-13.8","0"
"8/12/2018 1:45 AM","-13.9","0"
"8/12/2018 2:00 AM","-14","0"
"8/12/2018 2:15 AM","-13.9","0"
"8/12/2018 2:30 AM","-13.9","0"
"8/12/2018 2:45 AM","-14","0"
"8/12/2018 3:00 AM","-13.9","0"
"8/12/2018 3:15 AM","-14","0"
"8/12/2018 3:30 AM","-14","0"
"8/12/2018 3:45 AM","-13.9","0"
"8/12/2018 4:00 AM","-13.9","0"
"8/12/2018 4:15 AM","-13.9","0"
"8/12/2018 4:30 AM","-13.9","0"
"8/12/2018 4:45 AM","-13.9","0"
"8/12/2018 5:00 AM","-14","0"
"8/12/2018 5:15 AM","-13.9","0"
"8/12/2018 5:30 AM","-14.3","0"
"8/12/2018 5:45 AM","-14.5","0"
"8/12/2018 6:00 AM","3.87","21.2"
"8/12/2018 6:15 AM","51.8","70.5"
"8/12/2018 6:30 AM","126","143"
"8/12/2018 6:45 AM","229","245"
"8/12/2018 7:00 AM","369","386"
"8/12/2018 7:15 AM","550","567"
"8/12/2018 7:30 AM","766","785"
"8/12/2018 7:45 AM","997","1016"
"8/12/2018 8:00 AM","1265","1290"
"8/12/2018 8:15 AM","1531","1557"
"8/12/2018 8:30 AM","1810","1841"
"8/12/2018 8:45 AM","2079","2111"
"8/12/2018 9:00 AM","2334","2369"
"8/12/2018 9:15 AM","2573","2610"
"8/12/2018 9:30 AM","2806","2845"
"8/12/2018 9:45 AM","3032","3075"
"8/12/2018 10:00 AM","3243","3289"
"8/12/2018 10:15 AM","3425","3477"
"8/12/2018 10:30 AM","3566","3618"
"8/12/2018 10:45 AM","3715","3771"
"8/12/2018 11:00 AM","3879","3938"
"8/12/2018 11:15 AM","3987","4049"
"8/12/2018 11:30 AM","4037","4099"
"8/12/2018 11:45 AM","4068","4134"
"8/12/2018 12:00 PM","4139","4206"
"8/12/2018 12:15 PM","4164","4230"
"8/12/2018 12:30 PM","3769","3764"
"8/12/2018 12:45 PM","3706","3674"
"8/12/2018 1:00 PM","4101","4070"
"8/12/2018 1:15 PM","3540","3542"
"8/12/2018 1:30 PM","4258","4413"
"8/12/2018 1:45 PM","4136","4161"
"8/12/2018 2:00 PM","3278","3265"
"8/12/2018 2:15 PM","3743","3858"
"8/12/2018 2:30 PM","3299","3568"
"8/12/2018 2:45 PM","2500","2534"
"8/12/2018 3:00 PM","1128","1134"
"8/12/2018 3:15 PM","1934","1850"
"8/12/2018 3:30 PM","928","958"
"8/12/2018 3:45 PM","2056","2025"
"8/12/2018 4:00 PM","1229","1246"
"8/12/2018 4:15 PM","1120","1172"
"8/12/2018 4:30 PM","2287","2338"
"8/12/2018 4:45 PM","1849","1887"
"8/12/2018 5:00 PM","1778","1806"
"8/12/2018 5:15 PM","1469","1499"
"8/12/2018 5:30 PM","1212","1241"
"8/12/2018 5:45 PM","1014","1041"
"8/12/2018 6:00 PM","803","830"
"8/12/2018 6:15 PM","575","603"
"8/12/2018 6:30 PM","391","418"
"8/12/2018 6:45 PM","264","290"
"8/12/2018 7:00 PM","180","204"
"8/12/2018 7:15 PM","101","122"
"8/12/2018 7:30 PM","36.4","56.6"
"8/12/2018 7:45 PM","-6.39","10.3"
"8/12/2018 8:00 PM","-13.6","0"
"8/12/2018 8:15 PM","-13.9","0"
"8/12/2018 8:30 PM","-13.7","0"
"8/12/2018 8:45 PM","-13.8","0"
"8/12/2018 9:00 PM","-13.8","0"
"8/12/2018 9:15 PM","-13.8","0"
"8/12/2018 9:30 PM","-13.9","0"
"8/12/2018 9:45 PM","-13.8","0"
"8/12/2018 10:00 PM","-13.9","0"
"8/12/2018 10:15 PM","-13.9","0"
"8/12/2018 10:30 PM","-13.9","0"
"8/12/2018 10:45 PM","-14","0"
"8/12/2018 11:00 PM","-13.9","0"
"8/12/2018 11:15 PM","-13.9","0"
"8/12/2018 11:30 PM","-13.9","0"
"8/12/2018 11:45 PM","-13.9","0"
