"","University of Illinois",""
"Timestamp","New Nexus 1272 Meter","Inverters"
"","kW","kW"
"1/19/2018 12:00 AM","null","0"
"1/19/2018 12:15 AM","null","0"
"1/19/2018 12:30 AM","null","0"
"1/19/2018 12:45 AM","null","0"
"1/19/2018 1:00 AM","null","0"
"1/19/2018 1:15 AM","null","0"
"1/19/2018 1:30 AM","null","0"
"1/19/2018 1:45 AM","null","0"
"1/19/2018 2:00 AM","null","0"
"1/19/2018 2:15 AM","null","0"
"1/19/2018 2:30 AM","null","0"
"1/19/2018 2:45 AM","null","0"
"1/19/2018 3:00 AM","null","0"
"1/19/2018 3:15 AM","null","0"
"1/19/2018 3:30 AM","null","0"
"1/19/2018 3:45 AM","null","0"
"1/19/2018 4:00 AM","null","0"
"1/19/2018 4:15 AM","null","0"
"1/19/2018 4:30 AM","null","0"
"1/19/2018 4:45 AM","null","0"
"1/19/2018 5:00 AM","null","0"
"1/19/2018 5:15 AM","null","0"
"1/19/2018 5:30 AM","null","0"
"1/19/2018 5:45 AM","null","0"
"1/19/2018 6:00 AM","null","0"
"1/19/2018 6:15 AM","null","0"
"1/19/2018 6:30 AM","null","0"
"1/19/2018 6:45 AM","null","0"
"1/19/2018 7:00 AM","null","4.4"
"1/19/2018 7:15 AM","null","41.9"
"1/19/2018 7:30 AM","null","148"
"1/19/2018 7:45 AM","null","212"
"1/19/2018 8:00 AM","null","null"
"1/19/2018 8:15 AM","null","null"
"1/19/2018 8:30 AM","null","null"
"1/19/2018 8:45 AM","null","187"
"1/19/2018 9:00 AM","null","1242"
"1/19/2018 9:15 AM","null","1480"
"1/19/2018 9:30 AM","null","1749"
"1/19/2018 9:45 AM","null","1957"
"1/19/2018 10:00 AM","null","2095"
"1/19/2018 10:15 AM","null","2204"
"1/19/2018 10:30 AM","null","2285"
"1/19/2018 10:45 AM","null","2516"
"1/19/2018 11:00 AM","null","2589"
"1/19/2018 11:15 AM","null","2601"
"1/19/2018 11:30 AM","null","2530"
"1/19/2018 11:45 AM","null","2539"
"1/19/2018 12:00 PM","null","2821"
"1/19/2018 12:15 PM","null","2566"
"1/19/2018 12:30 PM","null","2660"
"1/19/2018 12:45 PM","null","2466"
"1/19/2018 1:00 PM","null","2168"
"1/19/2018 1:15 PM","null","2105"
"1/19/2018 1:30 PM","null","1957"
"1/19/2018 1:45 PM","null","1867"
"1/19/2018 2:00 PM","null","1544"
"1/19/2018 2:15 PM","null","1622"
"1/19/2018 2:30 PM","null","1369"
"1/19/2018 2:45 PM","null","756"
"1/19/2018 3:00 PM","null","718"
"1/19/2018 3:15 PM","null","797"
"1/19/2018 3:30 PM","null","680"
"1/19/2018 3:45 PM","null","493"
"1/19/2018 4:00 PM","null","268"
"1/19/2018 4:15 PM","null","174"
"1/19/2018 4:30 PM","null","62.6"
"1/19/2018 4:45 PM","null","16.2"
"1/19/2018 5:00 PM","null","0.231"
"1/19/2018 5:15 PM","null","0"
"1/19/2018 5:30 PM","null","0"
"1/19/2018 5:45 PM","null","0"
"1/19/2018 6:00 PM","null","0"
"1/19/2018 6:15 PM","null","0"
"1/19/2018 6:30 PM","null","0"
"1/19/2018 6:45 PM","null","0"
"1/19/2018 7:00 PM","null","0"
"1/19/2018 7:15 PM","null","0"
"1/19/2018 7:30 PM","null","0"
"1/19/2018 7:45 PM","null","0"
"1/19/2018 8:00 PM","null","0"
"1/19/2018 8:15 PM","null","0"
"1/19/2018 8:30 PM","null","0"
"1/19/2018 8:45 PM","null","0"
"1/19/2018 9:00 PM","null","0"
"1/19/2018 9:15 PM","null","0"
"1/19/2018 9:30 PM","null","0"
"1/19/2018 9:45 PM","null","0"
"1/19/2018 10:00 PM","null","0"
"1/19/2018 10:15 PM","null","0"
"1/19/2018 10:30 PM","null","0"
"1/19/2018 10:45 PM","null","0"
"1/19/2018 11:00 PM","null","0"
"1/19/2018 11:15 PM","null","0"
"1/19/2018 11:30 PM","null","0"
"1/19/2018 11:45 PM","null","0"
