"","University of Illinois",""
"Timestamp","New Nexus 1272 Meter","Inverters"
"","kW","kW"
"11/21/2018 12:00 AM","-10","0"
"11/21/2018 12:15 AM","-9.99","0"
"11/21/2018 12:30 AM","-10","0"
"11/21/2018 12:45 AM","-10","0"
"11/21/2018 1:00 AM","-10.1","0"
"11/21/2018 1:15 AM","-10.1","0"
"11/21/2018 1:30 AM","-10.1","0"
"11/21/2018 1:45 AM","-10.1","0"
"11/21/2018 2:00 AM","-10.1","0"
"11/21/2018 2:15 AM","-9.9","0"
"11/21/2018 2:30 AM","-10","0"
"11/21/2018 2:45 AM","-9.98","0"
"11/21/2018 3:00 AM","-18.8","0"
"11/21/2018 3:15 AM","-12.5","0"
"11/21/2018 3:30 AM","-11.7","0"
"11/21/2018 3:45 AM","-12.7","0"
"11/21/2018 4:00 AM","-17","0"
"11/21/2018 4:15 AM","-12.6","0"
"11/21/2018 4:30 AM","-13.6","0"
"11/21/2018 4:45 AM","-14.9","0"
"11/21/2018 5:00 AM","-14.9","0"
"11/21/2018 5:15 AM","-13","0"
"11/21/2018 5:30 AM","-13.8","0"
"11/21/2018 5:45 AM","-13.1","0"
"11/21/2018 6:00 AM","-13.5","0"
"11/21/2018 6:15 AM","-12.2","0"
"11/21/2018 6:30 AM","-13","2.79"
"11/21/2018 6:45 AM","16.2","31.3"
"11/21/2018 7:00 AM","102","117"
"11/21/2018 7:15 AM","267","282"
"11/21/2018 7:30 AM","528","541"
"11/21/2018 7:45 AM","814","829"
"11/21/2018 8:00 AM","1166","1181"
"11/21/2018 8:15 AM","1435","1451"
"11/21/2018 8:30 AM","1715","1731"
"11/21/2018 8:45 AM","2048","2068"
"11/21/2018 9:00 AM","2426","2445"
"11/21/2018 9:15 AM","2780","2803"
"11/21/2018 9:30 AM","3089","3117"
"11/21/2018 9:45 AM","3322","3355"
"11/21/2018 10:00 AM","3498","3535"
"11/21/2018 10:15 AM","3619","3657"
"11/21/2018 10:30 AM","3709","3752"
"11/21/2018 10:45 AM","3764","3807"
"11/21/2018 11:00 AM","3811","3857"
"11/21/2018 11:15 AM","3824","3872"
"11/21/2018 11:30 AM","3803","3853"
"11/21/2018 11:45 AM","3820","3871"
"11/21/2018 12:00 PM","3755","3802"
"11/21/2018 12:15 PM","3664","3708"
"11/21/2018 12:30 PM","3591","3634"
"11/21/2018 12:45 PM","3507","3543"
"11/21/2018 1:00 PM","3339","3376"
"11/21/2018 1:15 PM","3155","3186"
"11/21/2018 1:30 PM","2896","2925"
"11/21/2018 1:45 PM","2553","2577"
"11/21/2018 2:00 PM","2176","2199"
"11/21/2018 2:15 PM","1870","1889"
"11/21/2018 2:30 PM","1549","1569"
"11/21/2018 2:45 PM","1312","1326"
"11/21/2018 3:00 PM","1101","1115"
"11/21/2018 3:15 PM","819","832"
"11/21/2018 3:30 PM","468","482"
"11/21/2018 3:45 PM","331","345"
"11/21/2018 4:00 PM","138","150"
"11/21/2018 4:15 PM","40","55"
"11/21/2018 4:30 PM","-1.02","12.6"
"11/21/2018 4:45 PM","-12","0"
"11/21/2018 5:00 PM","-10.5","0"
"11/21/2018 5:15 PM","-11.6","0"
"11/21/2018 5:30 PM","-10","0"
"11/21/2018 5:45 PM","-10","0"
"11/21/2018 6:00 PM","-9.96","0"
"11/21/2018 6:15 PM","-10","0"
"11/21/2018 6:30 PM","-9.99","0"
"11/21/2018 6:45 PM","-9.96","0"
"11/21/2018 7:00 PM","-10.1","0"
"11/21/2018 7:15 PM","-10","0"
"11/21/2018 7:30 PM","-9.94","0"
"11/21/2018 7:45 PM","-10","0"
"11/21/2018 8:00 PM","-10.1","0"
"11/21/2018 8:15 PM","-11.3","0"
"11/21/2018 8:30 PM","-12.5","0"
"11/21/2018 8:45 PM","-12.9","0"
"11/21/2018 9:00 PM","-11","0"
"11/21/2018 9:15 PM","-10.1","0"
"11/21/2018 9:30 PM","-11.2","0"
"11/21/2018 9:45 PM","-11.2","0"
"11/21/2018 10:00 PM","-10.3","0"
"11/21/2018 10:15 PM","-10","0"
"11/21/2018 10:30 PM","-10.2","0"
"11/21/2018 10:45 PM","-10.1","0"
"11/21/2018 11:00 PM","-10.2","0"
"11/21/2018 11:15 PM","-10.3","0"
"11/21/2018 11:30 PM","-10.2","0"
"11/21/2018 11:45 PM","-10.2","0"
