"","University of Illinois",""
"Timestamp","New Nexus 1272 Meter","Inverters"
"","kW","kW"
"3/19/2017 12:00 AM","-13.2","0"
"3/19/2017 12:15 AM","-13.5","0"
"3/19/2017 12:30 AM","-13.7","0"
"3/19/2017 12:45 AM","-14","0"
"3/19/2017 1:00 AM","-13.4","0"
"3/19/2017 1:15 AM","-13.6","0"
"3/19/2017 1:30 AM","-13.8","0"
"3/19/2017 1:45 AM","-13.8","0"
"3/19/2017 2:00 AM","-13.9","0"
"3/19/2017 2:15 AM","-13.7","0"
"3/19/2017 2:30 AM","-14","0"
"3/19/2017 2:45 AM","-13.7","0"
"3/19/2017 3:00 AM","-20.8","0"
"3/19/2017 3:15 AM","-13.8","0"
"3/19/2017 3:30 AM","-18.9","0"
"3/19/2017 3:45 AM","-14.5","0"
"3/19/2017 4:00 AM","-15.9","0"
"3/19/2017 4:15 AM","-14.8","0"
"3/19/2017 4:30 AM","-14.4","0"
"3/19/2017 4:45 AM","-15.9","0"
"3/19/2017 5:00 AM","-14.9","0"
"3/19/2017 5:15 AM","-14.8","0"
"3/19/2017 5:30 AM","-17","0"
"3/19/2017 5:45 AM","-13.8","0"
"3/19/2017 6:00 AM","-14.9","0"
"3/19/2017 6:15 AM","-14.7","0"
"3/19/2017 6:30 AM","-17.3","0"
"3/19/2017 6:45 AM","-8.79","6.74"
"3/19/2017 7:00 AM","39.8","58.5"
"3/19/2017 7:15 AM","217","237"
"3/19/2017 7:30 AM","489","519"
"3/19/2017 7:45 AM","767","813"
"3/19/2017 8:00 AM","1032","1079"
"3/19/2017 8:15 AM","1399","1452"
"3/19/2017 8:30 AM","1787","1843"
"3/19/2017 8:45 AM","2150","2217"
"3/19/2017 9:00 AM","2504","2580"
"3/19/2017 9:15 AM","2840","2926"
"3/19/2017 9:30 AM","3144","3238"
"3/19/2017 9:45 AM","3428","3529"
"3/19/2017 10:00 AM","3643","3760"
"3/19/2017 10:15 AM","3872","3982"
"3/19/2017 10:30 AM","4121","4243"
"3/19/2017 10:45 AM","4308","4438"
"3/19/2017 11:00 AM","4446","4579"
"3/19/2017 11:15 AM","4559","4698"
"3/19/2017 11:30 AM","4584","4718"
"3/19/2017 11:45 AM","4585","4717"
"3/19/2017 12:00 PM","4584","4719"
"3/19/2017 12:15 PM","4583","4719"
"3/19/2017 12:30 PM","4575","4711"
"3/19/2017 12:45 PM","4576","4712"
"3/19/2017 1:00 PM","4581","4717"
"3/19/2017 1:15 PM","4579","4713"
"3/19/2017 1:30 PM","4576","4710"
"3/19/2017 1:45 PM","4568","4698"
"3/19/2017 2:00 PM","4575","4711"
"3/19/2017 2:15 PM","4545","4689"
"3/19/2017 2:30 PM","4404","4552"
"3/19/2017 2:45 PM","4233","4363"
"3/19/2017 3:00 PM","3953","4066"
"3/19/2017 3:15 PM","3878","3977"
"3/19/2017 3:30 PM","3527","3639"
"3/19/2017 3:45 PM","3434","3538"
"3/19/2017 4:00 PM","3155","3267"
"3/19/2017 4:15 PM","2964","3064"
"3/19/2017 4:30 PM","2749","2836"
"3/19/2017 4:45 PM","2414","2492"
"3/19/2017 5:00 PM","1981","2057"
"3/19/2017 5:15 PM","1617","1668"
"3/19/2017 5:30 PM","1278","1329"
"3/19/2017 5:45 PM","923","963"
"3/19/2017 6:00 PM","601","633"
"3/19/2017 6:15 PM","320","343"
"3/19/2017 6:30 PM","121","139"
"3/19/2017 6:45 PM","22.2","41.1"
"3/19/2017 7:00 PM","-10.9","6.63"
"3/19/2017 7:15 PM","-15.3","0"
"3/19/2017 7:30 PM","-15.4","0"
"3/19/2017 7:45 PM","-15.3","0"
"3/19/2017 8:00 PM","-14.9","0"
"3/19/2017 8:15 PM","-14.6","0"
"3/19/2017 8:30 PM","-14","0"
"3/19/2017 8:45 PM","-13.8","0"
"3/19/2017 9:00 PM","-12.7","0"
"3/19/2017 9:15 PM","-12.8","0"
"3/19/2017 9:30 PM","-13","0"
"3/19/2017 9:45 PM","-13","0"
"3/19/2017 10:00 PM","-13","0"
"3/19/2017 10:15 PM","-12.6","0"
"3/19/2017 10:30 PM","-13.3","0"
"3/19/2017 10:45 PM","-13.5","0"
"3/19/2017 11:00 PM","-13","0"
"3/19/2017 11:15 PM","-13.1","0"
"3/19/2017 11:30 PM","-13.5","0"
"3/19/2017 11:45 PM","-13.5","0"
