"","University of Illinois",""
"Timestamp","New Nexus 1272 Meter","Inverters"
"","kW","kW"
"5/16/2018 12:00 AM","-13.1","0"
"5/16/2018 12:15 AM","-12.9","0"
"5/16/2018 12:30 AM","-13","0"
"5/16/2018 12:45 AM","-12.7","0"
"5/16/2018 1:00 AM","-12.1","0"
"5/16/2018 1:15 AM","-11.9","0"
"5/16/2018 1:30 AM","-11.8","0"
"5/16/2018 1:45 AM","-11.7","0"
"5/16/2018 2:00 AM","-11.6","0"
"5/16/2018 2:15 AM","-11.6","0"
"5/16/2018 2:30 AM","-11.3","0"
"5/16/2018 2:45 AM","-11.2","0"
"5/16/2018 3:00 AM","-11.2","0"
"5/16/2018 3:15 AM","-11.3","0"
"5/16/2018 3:30 AM","-11.2","0"
"5/16/2018 3:45 AM","-11.2","0"
"5/16/2018 4:00 AM","-11.2","0"
"5/16/2018 4:15 AM","-11.1","0"
"5/16/2018 4:30 AM","-11.1","0"
"5/16/2018 4:45 AM","-11.2","0"
"5/16/2018 5:00 AM","-11.3","0"
"5/16/2018 5:15 AM","-11.6","0"
"5/16/2018 5:30 AM","-11.1","0.845"
"5/16/2018 5:45 AM","29","44"
"5/16/2018 6:00 AM","125","139"
"5/16/2018 6:15 AM","290","304"
"5/16/2018 6:30 AM","438","452"
"5/16/2018 6:45 AM","592","605"
"5/16/2018 7:00 AM","672","684"
"5/16/2018 7:15 AM","738","717"
"5/16/2018 7:30 AM","956","967"
"5/16/2018 7:45 AM","1132","1142"
"5/16/2018 8:00 AM","1145","1157"
"5/16/2018 8:15 AM","1339","1351"
"5/16/2018 8:30 AM","1945","1962"
"5/16/2018 8:45 AM","2099","2117"
"5/16/2018 9:00 AM","2611","2639"
"5/16/2018 9:15 AM","2956","2990"
"5/16/2018 9:30 AM","3163","3191"
"5/16/2018 9:45 AM","3302","3325"
"5/16/2018 10:00 AM","3712","3764"
"5/16/2018 10:15 AM","3660","3708"
"5/16/2018 10:30 AM","3327","3361"
"5/16/2018 10:45 AM","3618","3676"
"5/16/2018 11:00 AM","4180","4226"
"5/16/2018 11:15 AM","4239","4291"
"5/16/2018 11:30 AM","4130","4188"
"5/16/2018 11:45 AM","3809","3942"
"5/16/2018 12:00 PM","3336","3428"
"5/16/2018 12:15 PM","4269","4326"
"5/16/2018 12:30 PM","4217","4283"
"5/16/2018 12:45 PM","4271","4327"
"5/16/2018 1:00 PM","4263","4321"
"5/16/2018 1:15 PM","4020","4063"
"5/16/2018 1:30 PM","4008","4040"
"5/16/2018 1:45 PM","4183","4211"
"5/16/2018 2:00 PM","3559","3673"
"5/16/2018 2:15 PM","4233","4285"
"5/16/2018 2:30 PM","3832","3919"
"5/16/2018 2:45 PM","3983","4038"
"5/16/2018 3:00 PM","3856","3914"
"5/16/2018 3:15 PM","3752","3804"
"5/16/2018 3:30 PM","3635","3684"
"5/16/2018 3:45 PM","3409","3456"
"5/16/2018 4:00 PM","3200","3244"
"5/16/2018 4:15 PM","2986","3027"
"5/16/2018 4:30 PM","2729","2766"
"5/16/2018 4:45 PM","2469","2503"
"5/16/2018 5:00 PM","2175","2206"
"5/16/2018 5:15 PM","1883","1912"
"5/16/2018 5:30 PM","1579","1608"
"5/16/2018 5:45 PM","1285","1311"
"5/16/2018 6:00 PM","966","992"
"5/16/2018 6:15 PM","695","721"
"5/16/2018 6:30 PM","458","483"
"5/16/2018 6:45 PM","278","302"
"5/16/2018 7:00 PM","169","191"
"5/16/2018 7:15 PM","103","124"
"5/16/2018 7:30 PM","26.5","46.2"
"5/16/2018 7:45 PM","12.1","29.6"
"5/16/2018 8:00 PM","-11.6","4.6"
"5/16/2018 8:15 PM","-14.1","0"
"5/16/2018 8:30 PM","-13.9","0"
"5/16/2018 8:45 PM","-13.6","0"
"5/16/2018 9:00 PM","-13.7","0"
"5/16/2018 9:15 PM","-13.7","0"
"5/16/2018 9:30 PM","-13.7","0"
"5/16/2018 9:45 PM","-13.7","0"
"5/16/2018 10:00 PM","-13.9","0"
"5/16/2018 10:15 PM","-13.9","0"
"5/16/2018 10:30 PM","-13.9","0"
"5/16/2018 10:45 PM","-13.9","0"
"5/16/2018 11:00 PM","-13.9","0"
"5/16/2018 11:15 PM","-14","0"
"5/16/2018 11:30 PM","-14","0"
"5/16/2018 11:45 PM","-14","0"
