"","University of Illinois",""
"Timestamp","New Nexus 1272 Meter","Inverters"
"","kW","kW"
"6/10/2017 12:00 AM","-13.9","0"
"6/10/2017 12:15 AM","-13.9","0"
"6/10/2017 12:30 AM","-14","0"
"6/10/2017 12:45 AM","-14.1","0"
"6/10/2017 1:00 AM","-14","0"
"6/10/2017 1:15 AM","-14","0"
"6/10/2017 1:30 AM","-14","0"
"6/10/2017 1:45 AM","-14.1","0"
"6/10/2017 2:00 AM","-14","0"
"6/10/2017 2:15 AM","-14.1","0"
"6/10/2017 2:30 AM","-14.1","0"
"6/10/2017 2:45 AM","-14","0"
"6/10/2017 3:00 AM","-14","0"
"6/10/2017 3:15 AM","-14.1","0"
"6/10/2017 3:30 AM","-14.1","0"
"6/10/2017 3:45 AM","-14.1","0"
"6/10/2017 4:00 AM","-14","0"
"6/10/2017 4:15 AM","-14","0"
"6/10/2017 4:30 AM","-14.1","0"
"6/10/2017 4:45 AM","-14.4","0"
"6/10/2017 5:00 AM","-14.7","0"
"6/10/2017 5:15 AM","-14.6","0"
"6/10/2017 5:30 AM","11","28.7"
"6/10/2017 5:45 AM","62.3","78.6"
"6/10/2017 6:00 AM","108","125"
"6/10/2017 6:15 AM","169","185"
"6/10/2017 6:30 AM","250","265"
"6/10/2017 6:45 AM","413","429"
"6/10/2017 7:00 AM","641","661"
"6/10/2017 7:15 AM","955","969"
"6/10/2017 7:30 AM","1211","1228"
"6/10/2017 7:45 AM","1489","1508"
"6/10/2017 8:00 AM","1784","1794"
"6/10/2017 8:15 AM","2146","2173"
"6/10/2017 8:30 AM","2439","2470"
"6/10/2017 8:45 AM","2664","2699"
"6/10/2017 9:00 AM","2985","3022"
"6/10/2017 9:15 AM","3240","3279"
"6/10/2017 9:30 AM","3479","3522"
"6/10/2017 9:45 AM","3687","3730"
"6/10/2017 10:00 AM","3887","3935"
"6/10/2017 10:15 AM","4064","4116"
"6/10/2017 10:30 AM","4215","4273"
"6/10/2017 10:45 AM","4333","4388"
"6/10/2017 11:00 AM","4455","4517"
"6/10/2017 11:15 AM","4561","4619"
"6/10/2017 11:30 AM","4624","4686"
"6/10/2017 11:45 AM","4618","4683"
"6/10/2017 12:00 PM","4641","4710"
"6/10/2017 12:15 PM","4613","4674"
"6/10/2017 12:30 PM","4640","4701"
"6/10/2017 12:45 PM","4656","4722"
"6/10/2017 1:00 PM","4658","4723"
"6/10/2017 1:15 PM","4634","4688"
"6/10/2017 1:30 PM","4616","4653"
"6/10/2017 1:45 PM","4515","4583"
"6/10/2017 2:00 PM","4514","4588"
"6/10/2017 2:15 PM","4445","4530"
"6/10/2017 2:30 PM","4346","4376"
"6/10/2017 2:45 PM","4278","4339"
"6/10/2017 3:00 PM","4099","4156"
"6/10/2017 3:15 PM","3914","3974"
"6/10/2017 3:30 PM","3739","3792"
"6/10/2017 3:45 PM","3555","3601"
"6/10/2017 4:00 PM","3349","3397"
"6/10/2017 4:15 PM","3116","3159"
"6/10/2017 4:30 PM","2873","2913"
"6/10/2017 4:45 PM","2614","2647"
"6/10/2017 5:00 PM","2338","2373"
"6/10/2017 5:15 PM","2056","2086"
"6/10/2017 5:30 PM","1753","1782"
"6/10/2017 5:45 PM","1455","1481"
"6/10/2017 6:00 PM","1149","1174"
"6/10/2017 6:15 PM","864","887"
"6/10/2017 6:30 PM","595","618"
"6/10/2017 6:45 PM","371","396"
"6/10/2017 7:00 PM","213","239"
"6/10/2017 7:15 PM","118","146"
"6/10/2017 7:30 PM","73.8","101"
"6/10/2017 7:45 PM","27.8","47.2"
"6/10/2017 8:00 PM","26.6","45.7"
"6/10/2017 8:15 PM","-6.37","12.6"
"6/10/2017 8:30 PM","-14.4","0"
"6/10/2017 8:45 PM","-14.3","0"
"6/10/2017 9:00 PM","-14","0"
"6/10/2017 9:15 PM","-13.9","0"
"6/10/2017 9:30 PM","-14","0"
"6/10/2017 9:45 PM","-14","0"
"6/10/2017 10:00 PM","-14.1","0"
"6/10/2017 10:15 PM","-14.1","0"
"6/10/2017 10:30 PM","-14","0"
"6/10/2017 10:45 PM","-13.9","0"
"6/10/2017 11:00 PM","-14","0"
"6/10/2017 11:15 PM","-13.9","0"
"6/10/2017 11:30 PM","-14","0"
"6/10/2017 11:45 PM","-14","0"
