"","University of Illinois",""
"Timestamp","New Nexus 1272 Meter","Inverters"
"","kW","kW"
"6/26/2020 12:00 AM","null","null"
"6/26/2020 12:15 AM","null","null"
"6/26/2020 12:30 AM","null","null"
"6/26/2020 12:45 AM","null","null"
"6/26/2020 1:00 AM","null","null"
"6/26/2020 1:15 AM","null","null"
"6/26/2020 1:30 AM","null","null"
"6/26/2020 1:45 AM","null","null"
"6/26/2020 2:00 AM","null","null"
"6/26/2020 2:15 AM","null","null"
"6/26/2020 2:30 AM","null","null"
"6/26/2020 2:45 AM","null","null"
"6/26/2020 3:00 AM","null","null"
"6/26/2020 3:15 AM","null","null"
"6/26/2020 3:30 AM","null","null"
"6/26/2020 3:45 AM","null","null"
"6/26/2020 4:00 AM","null","null"
"6/26/2020 4:15 AM","null","null"
"6/26/2020 4:30 AM","null","null"
"6/26/2020 4:45 AM","null","null"
"6/26/2020 5:00 AM","null","null"
"6/26/2020 5:15 AM","null","null"
"6/26/2020 5:30 AM","null","null"
"6/26/2020 5:45 AM","null","null"
"6/26/2020 6:00 AM","null","null"
"6/26/2020 6:15 AM","null","null"
"6/26/2020 6:30 AM","null","null"
"6/26/2020 6:45 AM","null","null"
"6/26/2020 7:00 AM","null","null"
"6/26/2020 7:15 AM","null","null"
"6/26/2020 7:30 AM","null","null"
"6/26/2020 7:45 AM","null","null"
"6/26/2020 8:00 AM","null","null"
"6/26/2020 8:15 AM","null","null"
"6/26/2020 8:30 AM","null","null"
"6/26/2020 8:45 AM","null","null"
"6/26/2020 9:00 AM","null","null"
"6/26/2020 9:15 AM","null","null"
"6/26/2020 9:30 AM","null","null"
"6/26/2020 9:45 AM","null","null"
"6/26/2020 10:00 AM","1830","1822"
"6/26/2020 10:15 AM","2605","2671"
"6/26/2020 10:30 AM","null","2333"
"6/26/2020 10:45 AM","null","311"
"6/26/2020 11:00 AM","null","1060"
"6/26/2020 11:15 AM","2630","2662"
"6/26/2020 11:30 AM","3404","3663"
"6/26/2020 11:45 AM","4367","4448"
"6/26/2020 12:00 PM","4386","4456"
"6/26/2020 12:15 PM","4466","4521"
"6/26/2020 12:30 PM","3193","3193"
"6/26/2020 12:45 PM","2180","2178"
"6/26/2020 1:00 PM","4325","4481"
"6/26/2020 1:15 PM","3775","3840"
"6/26/2020 1:30 PM","4096","4125"
"6/26/2020 1:45 PM","4293","4364"
"6/26/2020 2:00 PM","4281","4331"
"6/26/2020 2:15 PM","3251","3107"
"6/26/2020 2:30 PM","3569","3660"
"6/26/2020 2:45 PM","3081","3240"
"6/26/2020 3:00 PM","3436","3615"
"6/26/2020 3:15 PM","3560","3632"
"6/26/2020 3:30 PM","3709","3781"
"6/26/2020 3:45 PM","3526","3593"
"6/26/2020 4:00 PM","3282","3319"
"6/26/2020 4:15 PM","3315","3323"
"6/26/2020 4:30 PM","null","null"
"6/26/2020 4:45 PM","null","null"
"6/26/2020 5:00 PM","null","null"
"6/26/2020 5:15 PM","null","null"
"6/26/2020 5:30 PM","null","null"
"6/26/2020 5:45 PM","null","null"
"6/26/2020 6:00 PM","null","null"
"6/26/2020 6:15 PM","null","null"
"6/26/2020 6:30 PM","null","null"
"6/26/2020 6:45 PM","null","null"
"6/26/2020 7:00 PM","null","null"
"6/26/2020 7:15 PM","null","null"
"6/26/2020 7:30 PM","null","null"
"6/26/2020 7:45 PM","null","null"
"6/26/2020 8:00 PM","null","null"
"6/26/2020 8:15 PM","null","null"
"6/26/2020 8:30 PM","null","null"
"6/26/2020 8:45 PM","null","null"
"6/26/2020 9:00 PM","null","null"
"6/26/2020 9:15 PM","null","null"
"6/26/2020 9:30 PM","null","null"
"6/26/2020 9:45 PM","null","null"
"6/26/2020 10:00 PM","null","null"
"6/26/2020 10:15 PM","null","null"
"6/26/2020 10:30 PM","null","null"
"6/26/2020 10:45 PM","null","null"
"6/26/2020 11:00 PM","null","null"
"6/26/2020 11:15 PM","null","null"
"6/26/2020 11:30 PM","null","null"
"6/26/2020 11:45 PM","null","null"
