"","University of Illinois",""
"Timestamp","New Nexus 1272 Meter","Inverters"
"","kW","kW"
"5/27/2019 12:00 AM","-12.8","0"
"5/27/2019 12:15 AM","-12.9","0"
"5/27/2019 12:30 AM","-12.9","0"
"5/27/2019 12:45 AM","-12.9","0"
"5/27/2019 1:00 AM","-12.9","0"
"5/27/2019 1:15 AM","-12.9","0"
"5/27/2019 1:30 AM","-12.9","0"
"5/27/2019 1:45 AM","-12.9","0"
"5/27/2019 2:00 AM","-12.8","0"
"5/27/2019 2:15 AM","-12.8","0"
"5/27/2019 2:30 AM","-12.8","0"
"5/27/2019 2:45 AM","-13","0"
"5/27/2019 3:00 AM","-13","0"
"5/27/2019 3:15 AM","-13","0"
"5/27/2019 3:30 AM","-12.9","0"
"5/27/2019 3:45 AM","-12.6","0"
"5/27/2019 4:00 AM","-12.6","0"
"5/27/2019 4:15 AM","-12.5","0"
"5/27/2019 4:30 AM","-12.6","0"
"5/27/2019 4:45 AM","-12.6","0"
"5/27/2019 5:00 AM","-13.1","0"
"5/27/2019 5:15 AM","-13.1","0"
"5/27/2019 5:30 AM","7.49","23.1"
"5/27/2019 5:45 AM","48.6","63.9"
"5/27/2019 6:00 AM","90.1","105"
"5/27/2019 6:15 AM","186","201"
"5/27/2019 6:30 AM","313","327"
"5/27/2019 6:45 AM","461","474"
"5/27/2019 7:00 AM","750","763"
"5/27/2019 7:15 AM","1106","1122"
"5/27/2019 7:30 AM","1376","1396"
"5/27/2019 7:45 AM","1654","1673"
"5/27/2019 8:00 AM","1681","1712"
"5/27/2019 8:15 AM","2235","2263"
"5/27/2019 8:30 AM","2422","2411"
"5/27/2019 8:45 AM","2637","2665"
"5/27/2019 9:00 AM","2732","2768"
"5/27/2019 9:15 AM","3214","3277"
"5/27/2019 9:30 AM","3442","3401"
"5/27/2019 9:45 AM","2635","2592"
"5/27/2019 10:00 AM","2828","2863"
"5/27/2019 10:15 AM","4022","4089"
"5/27/2019 10:30 AM","3977","4059"
"5/27/2019 10:45 AM","3996","3994"
"5/27/2019 11:00 AM","3094","3059"
"5/27/2019 11:15 AM","3146","3153"
"5/27/2019 11:30 AM","3346","3368"
"5/27/2019 11:45 AM","1677","1698"
"5/27/2019 12:00 PM","2497","2555"
"5/27/2019 12:15 PM","3764","3762"
"5/27/2019 12:30 PM","2661","2723"
"5/27/2019 12:45 PM","3414","3531"
"5/27/2019 1:00 PM","3101","3194"
"5/27/2019 1:15 PM","3144","3181"
"5/27/2019 1:30 PM","2924","2988"
"5/27/2019 1:45 PM","2822","2748"
"5/27/2019 2:00 PM","3318","3362"
"5/27/2019 2:15 PM","2862","2807"
"5/27/2019 2:30 PM","2725","2745"
"5/27/2019 2:45 PM","3177","3215"
"5/27/2019 3:00 PM","3288","3275"
"5/27/2019 3:15 PM","3634","3710"
"5/27/2019 3:30 PM","2699","2751"
"5/27/2019 3:45 PM","2935","3011"
"5/27/2019 4:00 PM","2889","2980"
"5/27/2019 4:15 PM","2469","2584"
"5/27/2019 4:30 PM","1328","1415"
"5/27/2019 4:45 PM","613","683"
"5/27/2019 5:00 PM","1104","1153"
"5/27/2019 5:15 PM","2170","2280"
"5/27/2019 5:30 PM","1256","1274"
"5/27/2019 5:45 PM","946","974"
"5/27/2019 6:00 PM","802","829"
"5/27/2019 6:15 PM","614","641"
"5/27/2019 6:30 PM","475","501"
"5/27/2019 6:45 PM","352","375"
"5/27/2019 7:00 PM","238","258"
"5/27/2019 7:15 PM","232","252"
"5/27/2019 7:30 PM","175","195"
"5/27/2019 7:45 PM","45.1","62.8"
"5/27/2019 8:00 PM","22","40.6"
"5/27/2019 8:15 PM","-6.1","12"
"5/27/2019 8:30 PM","-13.8","0"
"5/27/2019 8:45 PM","-13.2","0"
"5/27/2019 9:00 PM","-13.1","0"
"5/27/2019 9:15 PM","-13.1","0"
"5/27/2019 9:30 PM","-13","0"
"5/27/2019 9:45 PM","-13","0"
"5/27/2019 10:00 PM","-13","0"
"5/27/2019 10:15 PM","-12.9","0"
"5/27/2019 10:30 PM","-12.9","0"
"5/27/2019 10:45 PM","-12.9","0"
"5/27/2019 11:00 PM","-13","0"
"5/27/2019 11:15 PM","-13","0"
"5/27/2019 11:30 PM","-13","0"
"5/27/2019 11:45 PM","-13","0"
