"","University of Illinois",""
"Timestamp","New Nexus 1272 Meter","Inverters"
"","kW","kW"
"1/28/2018 12:00 AM","null","0"
"1/28/2018 12:15 AM","null","0"
"1/28/2018 12:30 AM","null","0"
"1/28/2018 12:45 AM","null","0"
"1/28/2018 1:00 AM","null","0"
"1/28/2018 1:15 AM","null","0"
"1/28/2018 1:30 AM","null","0"
"1/28/2018 1:45 AM","null","0"
"1/28/2018 2:00 AM","null","0"
"1/28/2018 2:15 AM","null","0"
"1/28/2018 2:30 AM","null","0"
"1/28/2018 2:45 AM","null","0"
"1/28/2018 3:00 AM","null","0"
"1/28/2018 3:15 AM","null","0"
"1/28/2018 3:30 AM","null","0"
"1/28/2018 3:45 AM","null","0"
"1/28/2018 4:00 AM","null","0"
"1/28/2018 4:15 AM","null","0"
"1/28/2018 4:30 AM","null","0"
"1/28/2018 4:45 AM","null","0"
"1/28/2018 5:00 AM","null","0"
"1/28/2018 5:15 AM","null","0"
"1/28/2018 5:30 AM","null","0"
"1/28/2018 5:45 AM","null","0"
"1/28/2018 6:00 AM","null","0"
"1/28/2018 6:15 AM","null","0"
"1/28/2018 6:30 AM","null","0"
"1/28/2018 6:45 AM","null","0"
"1/28/2018 7:00 AM","null","17.6"
"1/28/2018 7:15 AM","null","54"
"1/28/2018 7:30 AM","null","247"
"1/28/2018 7:45 AM","null","691"
"1/28/2018 8:00 AM","null","984"
"1/28/2018 8:15 AM","null","1244"
"1/28/2018 8:30 AM","null","1557"
"1/28/2018 8:45 AM","null","1909"
"1/28/2018 9:00 AM","null","2310"
"1/28/2018 9:15 AM","null","2395"
"1/28/2018 9:30 AM","null","3112"
"1/28/2018 9:45 AM","null","3344"
"1/28/2018 10:00 AM","null","3449"
"1/28/2018 10:15 AM","null","null"
"1/28/2018 10:30 AM","null","null"
"1/28/2018 10:45 AM","null","null"
"1/28/2018 11:00 AM","null","4136"
"1/28/2018 11:15 AM","null","4182"
"1/28/2018 11:30 AM","null","4258"
"1/28/2018 11:45 AM","null","4305"
"1/28/2018 12:00 PM","null","4317"
"1/28/2018 12:15 PM","null","4276"
"1/28/2018 12:30 PM","null","4242"
"1/28/2018 12:45 PM","null","4169"
"1/28/2018 1:00 PM","null","4083"
"1/28/2018 1:15 PM","null","3980"
"1/28/2018 1:30 PM","null","3845"
"1/28/2018 1:45 PM","null","3674"
"1/28/2018 2:00 PM","null","3436"
"1/28/2018 2:15 PM","null","3219"
"1/28/2018 2:30 PM","null","2603"
"1/28/2018 2:45 PM","null","1639"
"1/28/2018 3:00 PM","null","1285"
"1/28/2018 3:15 PM","null","1061"
"1/28/2018 3:30 PM","null","880"
"1/28/2018 3:45 PM","null","661"
"1/28/2018 4:00 PM","null","516"
"1/28/2018 4:15 PM","null","303"
"1/28/2018 4:30 PM","null","141"
"1/28/2018 4:45 PM","null","50.4"
"1/28/2018 5:00 PM","null","14.3"
"1/28/2018 5:15 PM","null","0.401"
"1/28/2018 5:30 PM","null","0"
"1/28/2018 5:45 PM","null","0"
"1/28/2018 6:00 PM","null","0"
"1/28/2018 6:15 PM","null","0"
"1/28/2018 6:30 PM","null","0"
"1/28/2018 6:45 PM","null","0"
"1/28/2018 7:00 PM","null","0"
"1/28/2018 7:15 PM","null","0"
"1/28/2018 7:30 PM","null","0"
"1/28/2018 7:45 PM","null","0"
"1/28/2018 8:00 PM","null","0"
"1/28/2018 8:15 PM","null","0"
"1/28/2018 8:30 PM","null","0"
"1/28/2018 8:45 PM","null","0"
"1/28/2018 9:00 PM","null","0"
"1/28/2018 9:15 PM","null","0"
"1/28/2018 9:30 PM","null","0"
"1/28/2018 9:45 PM","null","0"
"1/28/2018 10:00 PM","null","0"
"1/28/2018 10:15 PM","null","0"
"1/28/2018 10:30 PM","null","0"
"1/28/2018 10:45 PM","null","0"
"1/28/2018 11:00 PM","null","0"
"1/28/2018 11:15 PM","null","0"
"1/28/2018 11:30 PM","null","0"
"1/28/2018 11:45 PM","null","0"
