"","University of Illinois",""
"Timestamp","New Nexus 1272 Meter","Inverters"
"","kW","kW"
"10/5/2017 12:00 AM","-12.9","0"
"10/5/2017 12:15 AM","-12.9","0"
"10/5/2017 12:30 AM","-12.8","0"
"10/5/2017 12:45 AM","-12.9","0"
"10/5/2017 1:00 AM","-12.9","0"
"10/5/2017 1:15 AM","-12.9","0"
"10/5/2017 1:30 AM","-12.9","0"
"10/5/2017 1:45 AM","-13","0"
"10/5/2017 2:00 AM","-13","0"
"10/5/2017 2:15 AM","-12.9","0"
"10/5/2017 2:30 AM","-13","0"
"10/5/2017 2:45 AM","-12.9","0"
"10/5/2017 3:00 AM","-12.9","0"
"10/5/2017 3:15 AM","-12.9","0"
"10/5/2017 3:30 AM","-12.9","0"
"10/5/2017 3:45 AM","-12.9","0"
"10/5/2017 4:00 AM","-12.9","0"
"10/5/2017 4:15 AM","-12.6","0"
"10/5/2017 4:30 AM","-12.2","0"
"10/5/2017 4:45 AM","-12.2","0"
"10/5/2017 5:00 AM","-12.3","0"
"10/5/2017 5:15 AM","-12.2","0"
"10/5/2017 5:30 AM","-12.3","0"
"10/5/2017 5:45 AM","-12.3","0"
"10/5/2017 6:00 AM","-12.3","0"
"10/5/2017 6:15 AM","-12.3","0"
"10/5/2017 6:30 AM","-12.6","0"
"10/5/2017 6:45 AM","-12.8","0"
"10/5/2017 7:00 AM","24.1","39.5"
"10/5/2017 7:15 AM","75.3","89.5"
"10/5/2017 7:30 AM","17.7","32"
"10/5/2017 7:45 AM","14.8","29.5"
"10/5/2017 8:00 AM","29.6","44.1"
"10/5/2017 8:15 AM","28.3","42.2"
"10/5/2017 8:30 AM","51.2","65"
"10/5/2017 8:45 AM","75.5","89.3"
"10/5/2017 9:00 AM","54.7","68.8"
"10/5/2017 9:15 AM","79.5","93.5"
"10/5/2017 9:30 AM","128","142"
"10/5/2017 9:45 AM","242","256"
"10/5/2017 10:00 AM","369","381"
"10/5/2017 10:15 AM","379","392"
"10/5/2017 10:30 AM","323","336"
"10/5/2017 10:45 AM","679","701"
"10/5/2017 11:00 AM","886","901"
"10/5/2017 11:15 AM","1018","1031"
"10/5/2017 11:30 AM","1007","1018"
"10/5/2017 11:45 AM","1138","1168"
"10/5/2017 12:00 PM","2099","2109"
"10/5/2017 12:15 PM","2205","2241"
"10/5/2017 12:30 PM","2801","2809"
"10/5/2017 12:45 PM","1197","1211"
"10/5/2017 1:00 PM","1398","1406"
"10/5/2017 1:15 PM","1342","1347"
"10/5/2017 1:30 PM","3100","3059"
"10/5/2017 1:45 PM","2572","2702"
"10/5/2017 2:00 PM","1399","1422"
"10/5/2017 2:15 PM","1065","1088"
"10/5/2017 2:30 PM","796","815"
"10/5/2017 2:45 PM","292","311"
"10/5/2017 3:00 PM","445","465"
"10/5/2017 3:15 PM","500","518"
"10/5/2017 3:30 PM","276","294"
"10/5/2017 3:45 PM","273","292"
"10/5/2017 4:00 PM","207","225"
"10/5/2017 4:15 PM","401","421"
"10/5/2017 4:30 PM","229","244"
"10/5/2017 4:45 PM","156","172"
"10/5/2017 5:00 PM","120","136"
"10/5/2017 5:15 PM","18","34.3"
"10/5/2017 5:30 PM","47","62.5"
"10/5/2017 5:45 PM","36.2","51.2"
"10/5/2017 6:00 PM","14.1","29.8"
"10/5/2017 6:15 PM","-3.26","11.5"
"10/5/2017 6:30 PM","-11.5","0"
"10/5/2017 6:45 PM","-11.6","0"
"10/5/2017 7:00 PM","-11.1","0"
"10/5/2017 7:15 PM","-11","0"
"10/5/2017 7:30 PM","-11","0"
"10/5/2017 7:45 PM","-11","0"
"10/5/2017 8:00 PM","-11.1","0"
"10/5/2017 8:15 PM","-11.1","0"
"10/5/2017 8:30 PM","-11.1","0"
"10/5/2017 8:45 PM","-11.2","0"
"10/5/2017 9:00 PM","-11.2","0"
"10/5/2017 9:15 PM","-11.2","0"
"10/5/2017 9:30 PM","-11.2","0"
"10/5/2017 9:45 PM","-11.3","0"
"10/5/2017 10:00 PM","-11.2","0"
"10/5/2017 10:15 PM","-11.2","0"
"10/5/2017 10:30 PM","-11.2","0"
"10/5/2017 10:45 PM","-11.3","0"
"10/5/2017 11:00 PM","-11.2","0"
"10/5/2017 11:15 PM","-11.2","0"
"10/5/2017 11:30 PM","-11.1","0"
"10/5/2017 11:45 PM","-11.2","0"
