"","University of Illinois",""
"Timestamp","New Nexus 1272 Meter","Inverters"
"","kW","kW"
"4/22/2019 12:00 AM","-11.6","0"
"4/22/2019 12:15 AM","-11.2","0"
"4/22/2019 12:30 AM","-10.9","0"
"4/22/2019 12:45 AM","-10","0"
"4/22/2019 1:00 AM","-9.83","0"
"4/22/2019 1:15 AM","-9.79","0"
"4/22/2019 1:30 AM","-9.78","0"
"4/22/2019 1:45 AM","-9.81","0"
"4/22/2019 2:00 AM","-9.82","0"
"4/22/2019 2:15 AM","-9.81","0"
"4/22/2019 2:30 AM","-9.84","0"
"4/22/2019 2:45 AM","-9.91","0"
"4/22/2019 3:00 AM","-9.84","0"
"4/22/2019 3:15 AM","-9.85","0"
"4/22/2019 3:30 AM","-9.82","0"
"4/22/2019 3:45 AM","-9.83","0"
"4/22/2019 4:00 AM","-9.82","0"
"4/22/2019 4:15 AM","-9.85","0"
"4/22/2019 4:30 AM","-9.85","0"
"4/22/2019 4:45 AM","-9.85","0"
"4/22/2019 5:00 AM","-9.87","0"
"4/22/2019 5:15 AM","-9.89","0"
"4/22/2019 5:30 AM","-10.2","0"
"4/22/2019 5:45 AM","-10.4","0"
"4/22/2019 6:00 AM","0.279","13.4"
"4/22/2019 6:15 AM","57.2","71.5"
"4/22/2019 6:30 AM","124","138"
"4/22/2019 6:45 AM","205","218"
"4/22/2019 7:00 AM","260","272"
"4/22/2019 7:15 AM","359","372"
"4/22/2019 7:30 AM","963","977"
"4/22/2019 7:45 AM","1391","1410"
"4/22/2019 8:00 AM","1925","1927"
"4/22/2019 8:15 AM","1302","1328"
"4/22/2019 8:30 AM","2039","2067"
"4/22/2019 8:45 AM","1479","1494"
"4/22/2019 9:00 AM","1276","1292"
"4/22/2019 9:15 AM","2043","2059"
"4/22/2019 9:30 AM","2470","2479"
"4/22/2019 9:45 AM","2745","2790"
"4/22/2019 10:00 AM","2172","2198"
"4/22/2019 10:15 AM","2296","2316"
"4/22/2019 10:30 AM","2692","2716"
"4/22/2019 10:45 AM","3823","3863"
"4/22/2019 11:00 AM","3597","3617"
"4/22/2019 11:15 AM","4177","4244"
"4/22/2019 11:30 AM","3821","3912"
"4/22/2019 11:45 AM","3382","3383"
"4/22/2019 12:00 PM","3695","3796"
"4/22/2019 12:15 PM","4194","4273"
"4/22/2019 12:30 PM","4219","4276"
"4/22/2019 12:45 PM","3982","4062"
"4/22/2019 1:00 PM","3588","3609"
"4/22/2019 1:15 PM","3623","3662"
"4/22/2019 1:30 PM","3247","3287"
"4/22/2019 1:45 PM","3393","3460"
"4/22/2019 2:00 PM","1824","1863"
"4/22/2019 2:15 PM","1625","1654"
"4/22/2019 2:30 PM","1688","1716"
"4/22/2019 2:45 PM","2173","2196"
"4/22/2019 3:00 PM","3393","3393"
"4/22/2019 3:15 PM","3424","3595"
"4/22/2019 3:30 PM","3646","3703"
"4/22/2019 3:45 PM","3430","3460"
"4/22/2019 4:00 PM","3267","3288"
"4/22/2019 4:15 PM","1710","1751"
"4/22/2019 4:30 PM","2514","2511"
"4/22/2019 4:45 PM","2512","2596"
"4/22/2019 5:00 PM","2148","2181"
"4/22/2019 5:15 PM","1789","1818"
"4/22/2019 5:30 PM","1436","1462"
"4/22/2019 5:45 PM","1108","1131"
"4/22/2019 6:00 PM","802","824"
"4/22/2019 6:15 PM","536","556"
"4/22/2019 6:30 PM","317","336"
"4/22/2019 6:45 PM","163","181"
"4/22/2019 7:00 PM","66.8","85.8"
"4/22/2019 7:15 PM","28","47.2"
"4/22/2019 7:30 PM","-0.882","16.8"
"4/22/2019 7:45 PM","-14.2","0.093"
"4/22/2019 8:00 PM","-13.4","0"
"4/22/2019 8:15 PM","-13.1","0"
"4/22/2019 8:30 PM","-13.1","0"
"4/22/2019 8:45 PM","-13.1","0"
"4/22/2019 9:00 PM","-13.2","0"
"4/22/2019 9:15 PM","-13.2","0"
"4/22/2019 9:30 PM","-13.2","0"
"4/22/2019 9:45 PM","-13.2","0"
"4/22/2019 10:00 PM","-13.2","0"
"4/22/2019 10:15 PM","-13.2","0"
"4/22/2019 10:30 PM","-13.2","0"
"4/22/2019 10:45 PM","-13.3","0"
"4/22/2019 11:00 PM","-13.3","0"
"4/22/2019 11:15 PM","-13.3","0"
"4/22/2019 11:30 PM","-13.3","0"
"4/22/2019 11:45 PM","-13.3","0"
