"","University of Illinois",""
"Timestamp","New Nexus 1272 Meter","Inverters"
"","kW","kW"
"1/25/2020 12:00 AM","-10.1","0"
"1/25/2020 12:15 AM","-10.1","0"
"1/25/2020 12:30 AM","-10.1","0"
"1/25/2020 12:45 AM","-10","0"
"1/25/2020 1:00 AM","-10","0"
"1/25/2020 1:15 AM","-10","0"
"1/25/2020 1:30 AM","-10","0"
"1/25/2020 1:45 AM","-9.99","0"
"1/25/2020 2:00 AM","-14.3","0"
"1/25/2020 2:15 AM","-11.2","0"
"1/25/2020 2:30 AM","-11.4","0"
"1/25/2020 2:45 AM","-11.7","0"
"1/25/2020 3:00 AM","-10.4","0"
"1/25/2020 3:15 AM","-11.2","0"
"1/25/2020 3:30 AM","-10.8","0"
"1/25/2020 3:45 AM","-13.4","0"
"1/25/2020 4:00 AM","-20","0"
"1/25/2020 4:15 AM","-14.5","0"
"1/25/2020 4:30 AM","-13.8","0"
"1/25/2020 4:45 AM","-13.7","0"
"1/25/2020 5:00 AM","-14.6","0"
"1/25/2020 5:15 AM","-14.9","0"
"1/25/2020 5:30 AM","-13.9","0"
"1/25/2020 5:45 AM","-13.7","0"
"1/25/2020 6:00 AM","-14.1","0"
"1/25/2020 6:15 AM","-14.5","0"
"1/25/2020 6:30 AM","-14.6","0"
"1/25/2020 6:45 AM","-15","0"
"1/25/2020 7:00 AM","-14.3","0"
"1/25/2020 7:15 AM","-14.7","0"
"1/25/2020 7:30 AM","-12.1","2.22"
"1/25/2020 7:45 AM","-9.82","6.37"
"1/25/2020 8:00 AM","4.53","20.6"
"1/25/2020 8:15 AM","9.84","25.4"
"1/25/2020 8:30 AM","20.6","36.5"
"1/25/2020 8:45 AM","32.2","48.1"
"1/25/2020 9:00 AM","47.1","62.9"
"1/25/2020 9:15 AM","57.9","73.2"
"1/25/2020 9:30 AM","79.7","95.2"
"1/25/2020 9:45 AM","99.9","114"
"1/25/2020 10:00 AM","128","142"
"1/25/2020 10:15 AM","160","174"
"1/25/2020 10:30 AM","208","222"
"1/25/2020 10:45 AM","303","317"
"1/25/2020 11:00 AM","398","414"
"1/25/2020 11:15 AM","447","461"
"1/25/2020 11:30 AM","504","520"
"1/25/2020 11:45 AM","455","470"
"1/25/2020 12:00 PM","459","474"
"1/25/2020 12:15 PM","399","413"
"1/25/2020 12:30 PM","441","455"
"1/25/2020 12:45 PM","414","428"
"1/25/2020 1:00 PM","446","459"
"1/25/2020 1:15 PM","353","367"
"1/25/2020 1:30 PM","295","308"
"1/25/2020 1:45 PM","294","309"
"1/25/2020 2:00 PM","310","324"
"1/25/2020 2:15 PM","330","343"
"1/25/2020 2:30 PM","311","325"
"1/25/2020 2:45 PM","274","288"
"1/25/2020 3:00 PM","277","293"
"1/25/2020 3:15 PM","234","248"
"1/25/2020 3:30 PM","160","174"
"1/25/2020 3:45 PM","106","120"
"1/25/2020 4:00 PM","73","87.3"
"1/25/2020 4:15 PM","19.4","35.1"
"1/25/2020 4:30 PM","5.62","22"
"1/25/2020 4:45 PM","-8.32","5.43"
"1/25/2020 5:00 PM","-15","0"
"1/25/2020 5:15 PM","-13.5","0"
"1/25/2020 5:30 PM","-14","0"
"1/25/2020 5:45 PM","-15.1","0"
"1/25/2020 6:00 PM","-13.3","0"
"1/25/2020 6:15 PM","-14.2","0"
"1/25/2020 6:30 PM","-14.7","0"
"1/25/2020 6:45 PM","-12.7","0"
"1/25/2020 7:00 PM","-13.7","0"
"1/25/2020 7:15 PM","-13","0"
"1/25/2020 7:30 PM","-13.8","0"
"1/25/2020 7:45 PM","-13.6","0"
"1/25/2020 8:00 PM","-11.2","0"
"1/25/2020 8:15 PM","-12.5","0"
"1/25/2020 8:30 PM","-13.4","0"
"1/25/2020 8:45 PM","-13.2","0"
"1/25/2020 9:00 PM","-11.5","0"
"1/25/2020 9:15 PM","-13.4","0"
"1/25/2020 9:30 PM","-13.4","0"
"1/25/2020 9:45 PM","-11.7","0"
"1/25/2020 10:00 PM","-10.4","0"
"1/25/2020 10:15 PM","-10","0"
"1/25/2020 10:30 PM","-10","0"
"1/25/2020 10:45 PM","-10","0"
"1/25/2020 11:00 PM","-10.1","0"
"1/25/2020 11:15 PM","-10.1","0"
"1/25/2020 11:30 PM","-9.96","0"
"1/25/2020 11:45 PM","-9.96","0"
