"","University of Illinois",""
"Timestamp","New Nexus 1272 Meter","Inverters"
"","kW","kW"
"8/10/2019 12:00 AM","-13.6","0"
"8/10/2019 12:15 AM","-13.8","0"
"8/10/2019 12:30 AM","-13.8","0"
"8/10/2019 12:45 AM","-13.8","0"
"8/10/2019 1:00 AM","-13.8","0"
"8/10/2019 1:15 AM","-13.8","0"
"8/10/2019 1:30 AM","-13.8","0"
"8/10/2019 1:45 AM","-13.8","0"
"8/10/2019 2:00 AM","-14","0"
"8/10/2019 2:15 AM","-14","0"
"8/10/2019 2:30 AM","-14.1","0"
"8/10/2019 2:45 AM","-14.1","0"
"8/10/2019 3:00 AM","-14","0"
"8/10/2019 3:15 AM","-14","0"
"8/10/2019 3:30 AM","-14","0"
"8/10/2019 3:45 AM","-14","0"
"8/10/2019 4:00 AM","-14","0"
"8/10/2019 4:15 AM","-14","0"
"8/10/2019 4:30 AM","-14","0"
"8/10/2019 4:45 AM","-14","0"
"8/10/2019 5:00 AM","-14.1","0"
"8/10/2019 5:15 AM","-14","0"
"8/10/2019 5:30 AM","-14.5","0"
"8/10/2019 5:45 AM","-14.5","0"
"8/10/2019 6:00 AM","10.6","27.8"
"8/10/2019 6:15 AM","75.6","92.3"
"8/10/2019 6:30 AM","151","167"
"8/10/2019 6:45 AM","172","186"
"8/10/2019 7:00 AM","290","307"
"8/10/2019 7:15 AM","630","650"
"8/10/2019 7:30 AM","968","985"
"8/10/2019 7:45 AM","1241","1258"
"8/10/2019 8:00 AM","1546","1580"
"8/10/2019 8:15 AM","1690","1762"
"8/10/2019 8:30 AM","2126","2170"
"8/10/2019 8:45 AM","2675","2718"
"8/10/2019 9:00 AM","1856","1875"
"8/10/2019 9:15 AM","1794","1810"
"8/10/2019 9:30 AM","2273","2308"
"8/10/2019 9:45 AM","2436","2517"
"8/10/2019 10:00 AM","2963","2952"
"8/10/2019 10:15 AM","3348","3103"
"8/10/2019 10:30 AM","3741","3773"
"8/10/2019 10:45 AM","3732","3822"
"8/10/2019 11:00 AM","4293","4330"
"8/10/2019 11:15 AM","4351","4362"
"8/10/2019 11:30 AM","3762","3872"
"8/10/2019 11:45 AM","4218","4232"
"8/10/2019 12:00 PM","4179","4257"
"8/10/2019 12:15 PM","4370","4473"
"8/10/2019 12:30 PM","4473","4537"
"8/10/2019 12:45 PM","4430","4496"
"8/10/2019 1:00 PM","4407","4465"
"8/10/2019 1:15 PM","4351","4405"
"8/10/2019 1:30 PM","4186","4217"
"8/10/2019 1:45 PM","3857","3916"
"8/10/2019 2:00 PM","3968","4025"
"8/10/2019 2:15 PM","3989","4043"
"8/10/2019 2:30 PM","4046","4098"
"8/10/2019 2:45 PM","3545","3585"
"8/10/2019 3:00 PM","3429","3455"
"8/10/2019 3:15 PM","2927","2946"
"8/10/2019 3:30 PM","3338","3386"
"8/10/2019 3:45 PM","3261","3299"
"8/10/2019 4:00 PM","2971","3040"
"8/10/2019 4:15 PM","2521","2562"
"8/10/2019 4:30 PM","2586","2658"
"8/10/2019 4:45 PM","2207","2251"
"8/10/2019 5:00 PM","2036","2058"
"8/10/2019 5:15 PM","1536","1586"
"8/10/2019 5:30 PM","1241","1265"
"8/10/2019 5:45 PM","1329","1347"
"8/10/2019 6:00 PM","1003","1027"
"8/10/2019 6:15 PM","708","731"
"8/10/2019 6:30 PM","439","461"
"8/10/2019 6:45 PM","257","277"
"8/10/2019 7:00 PM","148","168"
"8/10/2019 7:15 PM","64.8","83.8"
"8/10/2019 7:30 PM","33.3","50.1"
"8/10/2019 7:45 PM","4.75","21.5"
"8/10/2019 8:00 PM","-14.7","0.949"
"8/10/2019 8:15 PM","-14","0"
"8/10/2019 8:30 PM","-13.4","0"
"8/10/2019 8:45 PM","-13.5","0"
"8/10/2019 9:00 PM","-13.5","0"
"8/10/2019 9:15 PM","-13.5","0"
"8/10/2019 9:30 PM","-13.5","0"
"8/10/2019 9:45 PM","-13.5","0"
"8/10/2019 10:00 PM","-13.5","0"
"8/10/2019 10:15 PM","-13.6","0"
"8/10/2019 10:30 PM","-13.6","0"
"8/10/2019 10:45 PM","-13.7","0"
"8/10/2019 11:00 PM","-13.7","0"
"8/10/2019 11:15 PM","-13.7","0"
"8/10/2019 11:30 PM","-13.8","0"
"8/10/2019 11:45 PM","-13.7","0"
