"","University of Illinois",""
"Timestamp","New Nexus 1272 Meter","Inverters"
"","kW","kW"
"1/19/2020 12:00 AM","-10.4","0"
"1/19/2020 12:15 AM","-10.9","0"
"1/19/2020 12:30 AM","-10.9","0"
"1/19/2020 12:45 AM","-11.3","0"
"1/19/2020 1:00 AM","-10.8","0"
"1/19/2020 1:15 AM","-10.9","0"
"1/19/2020 1:30 AM","-10.9","0"
"1/19/2020 1:45 AM","-11.3","0"
"1/19/2020 2:00 AM","-19.8","0"
"1/19/2020 2:15 AM","-14.7","0"
"1/19/2020 2:30 AM","-15.6","0"
"1/19/2020 2:45 AM","-13.7","0"
"1/19/2020 3:00 AM","-14.4","0"
"1/19/2020 3:15 AM","-14","0"
"1/19/2020 3:30 AM","-13.1","0"
"1/19/2020 3:45 AM","-16.3","0"
"1/19/2020 4:00 AM","-31.2","0"
"1/19/2020 4:15 AM","-21.3","0"
"1/19/2020 4:30 AM","-21.3","0"
"1/19/2020 4:45 AM","-23.3","0"
"1/19/2020 5:00 AM","-21.2","0"
"1/19/2020 5:15 AM","-20.8","0"
"1/19/2020 5:30 AM","-21.3","0"
"1/19/2020 5:45 AM","-19.9","0"
"1/19/2020 6:00 AM","-21.4","0"
"1/19/2020 6:15 AM","-18.7","0"
"1/19/2020 6:30 AM","-22.8","0"
"1/19/2020 6:45 AM","-20","0"
"1/19/2020 7:00 AM","-15.9","7.18"
"1/19/2020 7:15 AM","39.1","56.5"
"1/19/2020 7:30 AM","110","129"
"1/19/2020 7:45 AM","351","372"
"1/19/2020 8:00 AM","569","588"
"1/19/2020 8:15 AM","936","949"
"1/19/2020 8:30 AM","1192","1187"
"1/19/2020 8:45 AM","958","983"
"1/19/2020 9:00 AM","804","822"
"1/19/2020 9:15 AM","1057","1075"
"1/19/2020 9:30 AM","1137","1150"
"1/19/2020 9:45 AM","1440","1474"
"1/19/2020 10:00 AM","2647","2608"
"1/19/2020 10:15 AM","3004","2970"
"1/19/2020 10:30 AM","1690","1726"
"1/19/2020 10:45 AM","1326","1345"
"1/19/2020 11:00 AM","1423","1438"
"1/19/2020 11:15 AM","1584","1597"
"1/19/2020 11:30 AM","1543","1556"
"1/19/2020 11:45 AM","1258","1272"
"1/19/2020 12:00 PM","1334","1349"
"1/19/2020 12:15 PM","1237","1251"
"1/19/2020 12:30 PM","1269","1285"
"1/19/2020 12:45 PM","1066","1079"
"1/19/2020 1:00 PM","1024","1039"
"1/19/2020 1:15 PM","996","1011"
"1/19/2020 1:30 PM","1095","1110"
"1/19/2020 1:45 PM","1051","1065"
"1/19/2020 2:00 PM","914","928"
"1/19/2020 2:15 PM","752","767"
"1/19/2020 2:30 PM","667","679"
"1/19/2020 2:45 PM","521","535"
"1/19/2020 3:00 PM","395","409"
"1/19/2020 3:15 PM","341","358"
"1/19/2020 3:30 PM","319","333"
"1/19/2020 3:45 PM","281","295"
"1/19/2020 4:00 PM","179","193"
"1/19/2020 4:15 PM","80","95.5"
"1/19/2020 4:30 PM","28.3","47.6"
"1/19/2020 4:45 PM","0.649","18.8"
"1/19/2020 5:00 PM","-17.2","1.47"
"1/19/2020 5:15 PM","-15.4","0"
"1/19/2020 5:30 PM","-17.9","0"
"1/19/2020 5:45 PM","-14.9","0"
"1/19/2020 6:00 PM","-15.2","0"
"1/19/2020 6:15 PM","-16.6","0"
"1/19/2020 6:30 PM","-15.9","0"
"1/19/2020 6:45 PM","-15.9","0"
"1/19/2020 7:00 PM","-15.2","0"
"1/19/2020 7:15 PM","-17","0"
"1/19/2020 7:30 PM","-15.6","0"
"1/19/2020 7:45 PM","-16.7","0"
"1/19/2020 8:00 PM","-13","0"
"1/19/2020 8:15 PM","-15","0"
"1/19/2020 8:30 PM","-15.3","0"
"1/19/2020 8:45 PM","-13.5","0"
"1/19/2020 9:00 PM","-15.3","0"
"1/19/2020 9:15 PM","-15.5","0"
"1/19/2020 9:30 PM","-14","0"
"1/19/2020 9:45 PM","-15.6","0"
"1/19/2020 10:00 PM","-11.3","0"
"1/19/2020 10:15 PM","-10.5","0"
"1/19/2020 10:30 PM","-10.5","0"
"1/19/2020 10:45 PM","-10.5","0"
"1/19/2020 11:00 PM","-10.5","0"
"1/19/2020 11:15 PM","-10.5","0"
"1/19/2020 11:30 PM","-10.5","0"
"1/19/2020 11:45 PM","-10.5","0"
