"","University of Illinois",""
"Timestamp","New Nexus 1272 Meter","Inverters"
"","kW","kW"
"12/7/2019 12:00 AM","-10.3","0"
"12/7/2019 12:15 AM","-10.3","0"
"12/7/2019 12:30 AM","-10.3","0"
"12/7/2019 12:45 AM","-10.3","0"
"12/7/2019 1:00 AM","-10.3","0"
"12/7/2019 1:15 AM","-10.3","0"
"12/7/2019 1:30 AM","-10.3","0"
"12/7/2019 1:45 AM","-10.2","0"
"12/7/2019 2:00 AM","-20.2","0"
"12/7/2019 2:15 AM","-10.9","0"
"12/7/2019 2:30 AM","-13.7","0"
"12/7/2019 2:45 AM","-11.9","0"
"12/7/2019 3:00 AM","-11.9","0"
"12/7/2019 3:15 AM","-11.9","0"
"12/7/2019 3:30 AM","-12.9","0"
"12/7/2019 3:45 AM","-12.2","0"
"12/7/2019 4:00 AM","-17.4","0"
"12/7/2019 4:15 AM","-13.1","0"
"12/7/2019 4:30 AM","-12.4","0"
"12/7/2019 4:45 AM","-14.2","0"
"12/7/2019 5:00 AM","-12.9","0"
"12/7/2019 5:15 AM","-13.7","0"
"12/7/2019 5:30 AM","-13.5","0"
"12/7/2019 5:45 AM","-15.5","0"
"12/7/2019 6:00 AM","-13","0"
"12/7/2019 6:15 AM","-14.1","0"
"12/7/2019 6:30 AM","-13","0"
"12/7/2019 6:45 AM","-14.5","2.52"
"12/7/2019 7:00 AM","28.8","43.9"
"12/7/2019 7:15 AM","145","159"
"12/7/2019 7:30 AM","328","340"
"12/7/2019 7:45 AM","597","610"
"12/7/2019 8:00 AM","960","969"
"12/7/2019 8:15 AM","1269","1278"
"12/7/2019 8:30 AM","1511","1522"
"12/7/2019 8:45 AM","1734","1739"
"12/7/2019 9:00 AM","1952","1965"
"12/7/2019 9:15 AM","2195","2211"
"12/7/2019 9:30 AM","2457","2474"
"12/7/2019 9:45 AM","2734","2755"
"12/7/2019 10:00 AM","3005","3030"
"12/7/2019 10:15 AM","3244","3270"
"12/7/2019 10:30 AM","3431","3461"
"12/7/2019 10:45 AM","3574","3607"
"12/7/2019 11:00 AM","3669","3703"
"12/7/2019 11:15 AM","3728","3765"
"12/7/2019 11:30 AM","3746","3790"
"12/7/2019 11:45 AM","3739","3778"
"12/7/2019 12:00 PM","3674","3713"
"12/7/2019 12:15 PM","3588","3627"
"12/7/2019 12:30 PM","3458","3498"
"12/7/2019 12:45 PM","3275","3314"
"12/7/2019 1:00 PM","3033","3060"
"12/7/2019 1:15 PM","2775","2803"
"12/7/2019 1:30 PM","2493","2518"
"12/7/2019 1:45 PM","2234","2258"
"12/7/2019 2:00 PM","1937","1969"
"12/7/2019 2:15 PM","1638","1644"
"12/7/2019 2:30 PM","1613","1637"
"12/7/2019 2:45 PM","1394","1400"
"12/7/2019 3:00 PM","1171","1185"
"12/7/2019 3:15 PM","607","617"
"12/7/2019 3:30 PM","231","245"
"12/7/2019 3:45 PM","168","182"
"12/7/2019 4:00 PM","51.9","65.6"
"12/7/2019 4:15 PM","22.5","36"
"12/7/2019 4:30 PM","1.11","15.5"
"12/7/2019 4:45 PM","-12.5","0"
"12/7/2019 5:00 PM","-11.4","0"
"12/7/2019 5:15 PM","-11","0"
"12/7/2019 5:30 PM","-11","0"
"12/7/2019 5:45 PM","-11","0"
"12/7/2019 6:00 PM","-11.1","0"
"12/7/2019 6:15 PM","-10.8","0"
"12/7/2019 6:30 PM","-10.7","0"
"12/7/2019 6:45 PM","-10.7","0"
"12/7/2019 7:00 PM","-10.4","0"
"12/7/2019 7:15 PM","-10.1","0"
"12/7/2019 7:30 PM","-10.8","0"
"12/7/2019 7:45 PM","-10","0"
"12/7/2019 8:00 PM","-10.5","0"
"12/7/2019 8:15 PM","-11.3","0"
"12/7/2019 8:30 PM","-10.1","0"
"12/7/2019 8:45 PM","-10.9","0"
"12/7/2019 9:00 PM","-10.9","0"
"12/7/2019 9:15 PM","-10.1","0"
"12/7/2019 9:30 PM","-11.1","0"
"12/7/2019 9:45 PM","-10.7","0"
"12/7/2019 10:00 PM","-10.1","0"
"12/7/2019 10:15 PM","-10.1","0"
"12/7/2019 10:30 PM","-10.2","0"
"12/7/2019 10:45 PM","-10.2","0"
"12/7/2019 11:00 PM","-10.2","0"
"12/7/2019 11:15 PM","-10.3","0"
"12/7/2019 11:30 PM","-10.3","0"
"12/7/2019 11:45 PM","-10.3","0"
