"","University of Illinois",""
"Timestamp","New Nexus 1272 Meter","Inverters"
"","kW","kW"
"8/25/2018 12:00 AM","-11.4","0"
"8/25/2018 12:15 AM","-11.1","0"
"8/25/2018 12:30 AM","-11.1","0"
"8/25/2018 12:45 AM","-11.1","0"
"8/25/2018 1:00 AM","-11.1","0"
"8/25/2018 1:15 AM","-11.1","0"
"8/25/2018 1:30 AM","-10.9","0"
"8/25/2018 1:45 AM","-10.6","0"
"8/25/2018 2:00 AM","-10.6","0"
"8/25/2018 2:15 AM","-10.6","0"
"8/25/2018 2:30 AM","-10.7","0"
"8/25/2018 2:45 AM","-10.6","0"
"8/25/2018 3:00 AM","-10.7","0"
"8/25/2018 3:15 AM","-10.7","0"
"8/25/2018 3:30 AM","-10.6","0"
"8/25/2018 3:45 AM","-10.6","0"
"8/25/2018 4:00 AM","-10.7","0"
"8/25/2018 4:15 AM","-10.6","0"
"8/25/2018 4:30 AM","-10.6","0"
"8/25/2018 4:45 AM","-10.6","0"
"8/25/2018 5:00 AM","-10.6","0"
"8/25/2018 5:15 AM","-10.6","0"
"8/25/2018 5:30 AM","-10.6","0"
"8/25/2018 5:45 AM","-10.9","0"
"8/25/2018 6:00 AM","-11.2","0"
"8/25/2018 6:15 AM","-11.1","0"
"8/25/2018 6:30 AM","5.6","19.1"
"8/25/2018 6:45 AM","75","89"
"8/25/2018 7:00 AM","97.9","112"
"8/25/2018 7:15 AM","217","236"
"8/25/2018 7:30 AM","166","180"
"8/25/2018 7:45 AM","468","482"
"8/25/2018 8:00 AM","577","611"
"8/25/2018 8:15 AM","486","494"
"8/25/2018 8:30 AM","545","553"
"8/25/2018 8:45 AM","595","607"
"8/25/2018 9:00 AM","372","384"
"8/25/2018 9:15 AM","536","551"
"8/25/2018 9:30 AM","773","794"
"8/25/2018 9:45 AM","971","989"
"8/25/2018 10:00 AM","1054","1076"
"8/25/2018 10:15 AM","1073","1089"
"8/25/2018 10:30 AM","1160","1185"
"8/25/2018 10:45 AM","859","893"
"8/25/2018 11:00 AM","868","882"
"8/25/2018 11:15 AM","892","911"
"8/25/2018 11:30 AM","929","965"
"8/25/2018 11:45 AM","978","1004"
"8/25/2018 12:00 PM","755","779"
"8/25/2018 12:15 PM","1224","1246"
"8/25/2018 12:30 PM","979","1020"
"8/25/2018 12:45 PM","1525","1544"
"8/25/2018 1:00 PM","1142","1178"
"8/25/2018 1:15 PM","1189","1210"
"8/25/2018 1:30 PM","1445","1468"
"8/25/2018 1:45 PM","1341","1380"
"8/25/2018 2:00 PM","2004","2038"
"8/25/2018 2:15 PM","1402","1423"
"8/25/2018 2:30 PM","2449","2421"
"8/25/2018 2:45 PM","2504","2580"
"8/25/2018 3:00 PM","1161","1205"
"8/25/2018 3:15 PM","753","786"
"8/25/2018 3:30 PM","766","791"
"8/25/2018 3:45 PM","1894","1897"
"8/25/2018 4:00 PM","1566","1674"
"8/25/2018 4:15 PM","2249","2404"
"8/25/2018 4:30 PM","1954","1991"
"8/25/2018 4:45 PM","1331","1464"
"8/25/2018 5:00 PM","1419","1441"
"8/25/2018 5:15 PM","1245","1295"
"8/25/2018 5:30 PM","1068","1084"
"8/25/2018 5:45 PM","874","929"
"8/25/2018 6:00 PM","747","775"
"8/25/2018 6:15 PM","504","532"
"8/25/2018 6:30 PM","303","329"
"8/25/2018 6:45 PM","154","181"
"8/25/2018 7:00 PM","80.7","108"
"8/25/2018 7:15 PM","10.8","31.1"
"8/25/2018 7:30 PM","-7.2","9.38"
"8/25/2018 7:45 PM","-12.1","0"
"8/25/2018 8:00 PM","-12.1","0"
"8/25/2018 8:15 PM","-12.7","0"
"8/25/2018 8:30 PM","-13","0"
"8/25/2018 8:45 PM","-13","0"
"8/25/2018 9:00 PM","-13","0"
"8/25/2018 9:15 PM","-13.1","0"
"8/25/2018 9:30 PM","-13.1","0"
"8/25/2018 9:45 PM","-13.1","0"
"8/25/2018 10:00 PM","-13.1","0"
"8/25/2018 10:15 PM","-13.1","0"
"8/25/2018 10:30 PM","-13.2","0"
"8/25/2018 10:45 PM","-13.1","0"
"8/25/2018 11:00 PM","-13","0"
"8/25/2018 11:15 PM","-13.1","0"
"8/25/2018 11:30 PM","-13.1","0"
"8/25/2018 11:45 PM","-13.1","0"
