"","University of Illinois",""
"Timestamp","New Nexus 1272 Meter","Inverters"
"","kW","kW"
"9/6/2019 12:00 AM","-13.9","0"
"9/6/2019 12:15 AM","-13.9","0"
"9/6/2019 12:30 AM","-13.9","0"
"9/6/2019 12:45 AM","-14","0"
"9/6/2019 1:00 AM","-13.9","0"
"9/6/2019 1:15 AM","-14","0"
"9/6/2019 1:30 AM","-13.9","0"
"9/6/2019 1:45 AM","-14","0"
"9/6/2019 2:00 AM","-14","0"
"9/6/2019 2:15 AM","-14","0"
"9/6/2019 2:30 AM","-13.9","0"
"9/6/2019 2:45 AM","-13.6","0"
"9/6/2019 3:00 AM","-13.6","0"
"9/6/2019 3:15 AM","-13.6","0"
"9/6/2019 3:30 AM","-13.6","0"
"9/6/2019 3:45 AM","-13.6","0"
"9/6/2019 4:00 AM","-13.5","0"
"9/6/2019 4:15 AM","-13.3","0"
"9/6/2019 4:30 AM","-13.2","0"
"9/6/2019 4:45 AM","-13.3","0"
"9/6/2019 5:00 AM","-13.2","0"
"9/6/2019 5:15 AM","-13.2","0"
"9/6/2019 5:30 AM","-13.2","0"
"9/6/2019 5:45 AM","-13.2","0"
"9/6/2019 6:00 AM","-13.7","0"
"9/6/2019 6:15 AM","-13.6","0.583"
"9/6/2019 6:30 AM","27.7","43.9"
"9/6/2019 6:45 AM","101","117"
"9/6/2019 7:00 AM","230","245"
"9/6/2019 7:15 AM","412","427"
"9/6/2019 7:30 AM","627","647"
"9/6/2019 7:45 AM","925","937"
"9/6/2019 8:00 AM","1166","1180"
"9/6/2019 8:15 AM","936","959"
"9/6/2019 8:30 AM","906","920"
"9/6/2019 8:45 AM","1155","1169"
"9/6/2019 9:00 AM","956","973"
"9/6/2019 9:15 AM","1041","1057"
"9/6/2019 9:30 AM","995","1009"
"9/6/2019 9:45 AM","934","951"
"9/6/2019 10:00 AM","724","739"
"9/6/2019 10:15 AM","2440","2450"
"9/6/2019 10:30 AM","2680","2778"
"9/6/2019 10:45 AM","3459","3500"
"9/6/2019 11:00 AM","3793","3808"
"9/6/2019 11:15 AM","2815","2934"
"9/6/2019 11:30 AM","2526","2574"
"9/6/2019 11:45 AM","1886","1916"
"9/6/2019 12:00 PM","2415","2470"
"9/6/2019 12:15 PM","2005","2013"
"9/6/2019 12:30 PM","2817","2701"
"9/6/2019 12:45 PM","3655","3639"
"9/6/2019 1:00 PM","3751","3797"
"9/6/2019 1:15 PM","3328","3271"
"9/6/2019 1:30 PM","3078","3098"
"9/6/2019 1:45 PM","3813","3800"
"9/6/2019 2:00 PM","3558","3534"
"9/6/2019 2:15 PM","2705","2666"
"9/6/2019 2:30 PM","3063","2967"
"9/6/2019 2:45 PM","2918","2937"
"9/6/2019 3:00 PM","1869","1969"
"9/6/2019 3:15 PM","1402","1426"
"9/6/2019 3:30 PM","1772","1775"
"9/6/2019 3:45 PM","1522","1514"
"9/6/2019 4:00 PM","878","896"
"9/6/2019 4:15 PM","1107","1153"
"9/6/2019 4:30 PM","1319","1395"
"9/6/2019 4:45 PM","1197","1226"
"9/6/2019 5:00 PM","1391","1434"
"9/6/2019 5:15 PM","783","798"
"9/6/2019 5:30 PM","616","617"
"9/6/2019 5:45 PM","352","370"
"9/6/2019 6:00 PM","316","332"
"9/6/2019 6:15 PM","193","211"
"9/6/2019 6:30 PM","168","186"
"9/6/2019 6:45 PM","72.1","90.9"
"9/6/2019 7:00 PM","6.69","23.1"
"9/6/2019 7:15 PM","-11.4","4.9"
"9/6/2019 7:30 PM","-13.9","0"
"9/6/2019 7:45 PM","-13.6","0"
"9/6/2019 8:00 PM","-13.4","0"
"9/6/2019 8:15 PM","-13.4","0"
"9/6/2019 8:30 PM","-13.4","0"
"9/6/2019 8:45 PM","-13.4","0"
"9/6/2019 9:00 PM","-13.4","0"
"9/6/2019 9:15 PM","-13.5","0"
"9/6/2019 9:30 PM","-13.5","0"
"9/6/2019 9:45 PM","-13.4","0"
"9/6/2019 10:00 PM","-13.4","0"
"9/6/2019 10:15 PM","-13.4","0"
"9/6/2019 10:30 PM","-13.4","0"
"9/6/2019 10:45 PM","-13.4","0"
"9/6/2019 11:00 PM","-13.3","0"
"9/6/2019 11:15 PM","-13.4","0"
"9/6/2019 11:30 PM","-13.4","0"
"9/6/2019 11:45 PM","-13.5","0"
