"","University of Illinois",""
"Timestamp","New Nexus 1272 Meter","Inverters"
"","kW","kW"
"1/22/2019 12:00 AM","-10.2","0"
"1/22/2019 12:15 AM","-10.1","0"
"1/22/2019 12:30 AM","-10.2","0"
"1/22/2019 12:45 AM","-10.2","0"
"1/22/2019 1:00 AM","-10.2","0"
"1/22/2019 1:15 AM","-10.2","0"
"1/22/2019 1:30 AM","-10.2","0"
"1/22/2019 1:45 AM","-10.3","0"
"1/22/2019 2:00 AM","-10.1","0"
"1/22/2019 2:15 AM","-10.3","0"
"1/22/2019 2:30 AM","-10.3","0"
"1/22/2019 2:45 AM","-10.3","0"
"1/22/2019 3:00 AM","-18.8","0"
"1/22/2019 3:15 AM","-12.4","0"
"1/22/2019 3:30 AM","-13.2","0"
"1/22/2019 3:45 AM","-14.3","0"
"1/22/2019 4:00 AM","-27.6","0"
"1/22/2019 4:15 AM","-20","0"
"1/22/2019 4:30 AM","-17","0"
"1/22/2019 4:45 AM","-18.7","0"
"1/22/2019 5:00 AM","-17.8","0"
"1/22/2019 5:15 AM","-16.5","0"
"1/22/2019 5:30 AM","-16.9","0"
"1/22/2019 5:45 AM","-19.5","0"
"1/22/2019 6:00 AM","-16.5","0"
"1/22/2019 6:15 AM","-16.7","0"
"1/22/2019 6:30 AM","-16.9","0"
"1/22/2019 6:45 AM","-18.3","0"
"1/22/2019 7:00 AM","-16.5","0"
"1/22/2019 7:15 AM","-18.4","0"
"1/22/2019 7:30 AM","-18.6","1.63"
"1/22/2019 7:45 AM","-16.9","2.62"
"1/22/2019 8:00 AM","-17.7","1.99"
"1/22/2019 8:15 AM","-12.4","6.32"
"1/22/2019 8:30 AM","-0.735","16"
"1/22/2019 8:45 AM","5.8","20.9"
"1/22/2019 9:00 AM","11.4","27.8"
"1/22/2019 9:15 AM","21.3","36.7"
"1/22/2019 9:30 AM","22.8","37.9"
"1/22/2019 9:45 AM","23.6","39.1"
"1/22/2019 10:00 AM","23.8","39.1"
"1/22/2019 10:15 AM","26.7","41.7"
"1/22/2019 10:30 AM","36.1","50.3"
"1/22/2019 10:45 AM","30.2","45.7"
"1/22/2019 11:00 AM","30","45.2"
"1/22/2019 11:15 AM","31.1","45.8"
"1/22/2019 11:30 AM","43.6","58.3"
"1/22/2019 11:45 AM","48.6","63.4"
"1/22/2019 12:00 PM","40.7","55"
"1/22/2019 12:15 PM","69.3","84.4"
"1/22/2019 12:30 PM","73","87.1"
"1/22/2019 12:45 PM","58.6","72.6"
"1/22/2019 1:00 PM","57.5","71.1"
"1/22/2019 1:15 PM","53.1","67.6"
"1/22/2019 1:30 PM","45.7","60.5"
"1/22/2019 1:45 PM","43.5","56.6"
"1/22/2019 2:00 PM","38.5","52.8"
"1/22/2019 2:15 PM","34.4","49"
"1/22/2019 2:30 PM","27.8","41"
"1/22/2019 2:45 PM","20.1","34.6"
"1/22/2019 3:00 PM","17.1","31.6"
"1/22/2019 3:15 PM","11","24.5"
"1/22/2019 3:30 PM","12","26.6"
"1/22/2019 3:45 PM","16.2","30.6"
"1/22/2019 4:00 PM","5.62","20.1"
"1/22/2019 4:15 PM","-2.65","12.4"
"1/22/2019 4:30 PM","-14.9","2.27"
"1/22/2019 4:45 PM","-12.2","0.042"
"1/22/2019 5:00 PM","-14.5","0"
"1/22/2019 5:15 PM","-15","0"
"1/22/2019 5:30 PM","-12.1","0"
"1/22/2019 5:45 PM","-13","0"
"1/22/2019 6:00 PM","-13.8","0"
"1/22/2019 6:15 PM","-13.4","0"
"1/22/2019 6:30 PM","-14.2","0"
"1/22/2019 6:45 PM","-14.9","0"
"1/22/2019 7:00 PM","-13.3","0"
"1/22/2019 7:15 PM","-13.3","0"
"1/22/2019 7:30 PM","-13.3","0"
"1/22/2019 7:45 PM","-14.6","0"
"1/22/2019 8:00 PM","-13.8","0"
"1/22/2019 8:15 PM","-14.3","0"
"1/22/2019 8:30 PM","-14.5","0"
"1/22/2019 8:45 PM","-14.3","0"
"1/22/2019 9:00 PM","-11.4","0"
"1/22/2019 9:15 PM","-12.9","0"
"1/22/2019 9:30 PM","-13.3","0"
"1/22/2019 9:45 PM","-12","0"
"1/22/2019 10:00 PM","-10.2","0"
"1/22/2019 10:15 PM","-10.1","0"
"1/22/2019 10:30 PM","-10.1","0"
"1/22/2019 10:45 PM","-10.1","0"
"1/22/2019 11:00 PM","-10.1","0"
"1/22/2019 11:15 PM","-10.1","0"
"1/22/2019 11:30 PM","-10.1","0"
"1/22/2019 11:45 PM","-10.1","0"
