"","University of Illinois",""
"Timestamp","New Nexus 1272 Meter","Inverters"
"","kW","kW"
"10/15/2018 12:00 AM","-9.65","0"
"10/15/2018 12:15 AM","-9.77","0"
"10/15/2018 12:30 AM","-9.69","0"
"10/15/2018 12:45 AM","-9.75","0"
"10/15/2018 1:00 AM","-9.81","0"
"10/15/2018 1:15 AM","-9.73","0"
"10/15/2018 1:30 AM","-9.72","0"
"10/15/2018 1:45 AM","-9.79","0"
"10/15/2018 2:00 AM","-9.73","0"
"10/15/2018 2:15 AM","-9.75","0"
"10/15/2018 2:30 AM","-9.69","0"
"10/15/2018 2:45 AM","-9.73","0"
"10/15/2018 3:00 AM","-9.72","0"
"10/15/2018 3:15 AM","-9.74","0"
"10/15/2018 3:30 AM","-9.7","0"
"10/15/2018 3:45 AM","-9.66","0"
"10/15/2018 4:00 AM","-9.71","0"
"10/15/2018 4:15 AM","-9.78","0"
"10/15/2018 4:30 AM","-9.82","0"
"10/15/2018 4:45 AM","-9.74","0"
"10/15/2018 5:00 AM","-14","0"
"10/15/2018 5:15 AM","-11.6","0"
"10/15/2018 5:30 AM","-9.81","0"
"10/15/2018 5:45 AM","-9.79","0"
"10/15/2018 6:00 AM","-11","0"
"10/15/2018 6:15 AM","-11.1","0"
"10/15/2018 6:30 AM","-11.3","0"
"10/15/2018 6:45 AM","-11.7","0"
"10/15/2018 7:00 AM","-10.4","0"
"10/15/2018 7:15 AM","0.082","13.2"
"10/15/2018 7:30 AM","39","53.5"
"10/15/2018 7:45 AM","202","215"
"10/15/2018 8:00 AM","230","243"
"10/15/2018 8:15 AM","240","254"
"10/15/2018 8:30 AM","361","377"
"10/15/2018 8:45 AM","425","439"
"10/15/2018 9:00 AM","591","601"
"10/15/2018 9:15 AM","1513","1576"
"10/15/2018 9:30 AM","2174","2226"
"10/15/2018 9:45 AM","2131","2168"
"10/15/2018 10:00 AM","2866","2947"
"10/15/2018 10:15 AM","2701","2559"
"10/15/2018 10:30 AM","3834","4011"
"10/15/2018 10:45 AM","1780","1788"
"10/15/2018 11:00 AM","1500","1469"
"10/15/2018 11:15 AM","1454","1474"
"10/15/2018 11:30 AM","1392","1450"
"10/15/2018 11:45 AM","1685","1706"
"10/15/2018 12:00 PM","2628","2556"
"10/15/2018 12:15 PM","2129","2208"
"10/15/2018 12:30 PM","2126","2139"
"10/15/2018 12:45 PM","1655","1620"
"10/15/2018 1:00 PM","2062","2040"
"10/15/2018 1:15 PM","1918","1920"
"10/15/2018 1:30 PM","2352","2532"
"10/15/2018 1:45 PM","3661","3688"
"10/15/2018 2:00 PM","4127","3978"
"10/15/2018 2:15 PM","4183","4271"
"10/15/2018 2:30 PM","3988","4027"
"10/15/2018 2:45 PM","3769","3827"
"10/15/2018 3:00 PM","3571","3562"
"10/15/2018 3:15 PM","2810","3009"
"10/15/2018 3:30 PM","2863","2926"
"10/15/2018 3:45 PM","2755","2775"
"10/15/2018 4:00 PM","2387","2415"
"10/15/2018 4:15 PM","2152","2056"
"10/15/2018 4:30 PM","748","668"
"10/15/2018 4:45 PM","930","1082"
"10/15/2018 5:00 PM","1298","1319"
"10/15/2018 5:15 PM","558","578"
"10/15/2018 5:30 PM","359","369"
"10/15/2018 5:45 PM","157","169"
"10/15/2018 6:00 PM","45.8","61.6"
"10/15/2018 6:15 PM","6.7","23.6"
"10/15/2018 6:30 PM","-12","0.37"
"10/15/2018 6:45 PM","-10.7","0"
"10/15/2018 7:00 PM","-10.5","0"
"10/15/2018 7:15 PM","-10.6","0"
"10/15/2018 7:30 PM","-10.5","0"
"10/15/2018 7:45 PM","-10.5","0"
"10/15/2018 8:00 PM","-10.6","0"
"10/15/2018 8:15 PM","-10.3","0"
"10/15/2018 8:30 PM","-9.79","0"
"10/15/2018 8:45 PM","-9.84","0"
"10/15/2018 9:00 PM","-9.87","0"
"10/15/2018 9:15 PM","-9.88","0"
"10/15/2018 9:30 PM","-9.89","0"
"10/15/2018 9:45 PM","-9.95","0"
"10/15/2018 10:00 PM","-10","0"
"10/15/2018 10:15 PM","-9.94","0"
"10/15/2018 10:30 PM","-9.95","0"
"10/15/2018 10:45 PM","-9.99","0"
"10/15/2018 11:00 PM","-10","0"
"10/15/2018 11:15 PM","-9.92","0"
"10/15/2018 11:30 PM","-10","0"
"10/15/2018 11:45 PM","-9.95","0"
