"","University of Illinois",""
"Timestamp","New Nexus 1272 Meter","Inverters"
"","kW","kW"
"3/26/2020 12:00 AM","-10","0"
"3/26/2020 12:15 AM","-10.1","0"
"3/26/2020 12:30 AM","-10","0"
"3/26/2020 12:45 AM","-10","0"
"3/26/2020 1:00 AM","-10","0"
"3/26/2020 1:15 AM","-10.1","0"
"3/26/2020 1:30 AM","-10.1","0"
"3/26/2020 1:45 AM","-10.2","0"
"3/26/2020 2:00 AM","-10.2","0"
"3/26/2020 2:15 AM","-10.1","0"
"3/26/2020 2:30 AM","-10.1","0"
"3/26/2020 2:45 AM","-10.1","0"
"3/26/2020 3:00 AM","-10.1","0"
"3/26/2020 3:15 AM","-10.2","0"
"3/26/2020 3:30 AM","-10.1","0"
"3/26/2020 3:45 AM","-10.2","0"
"3/26/2020 4:00 AM","-10.1","0"
"3/26/2020 4:15 AM","-10.2","0"
"3/26/2020 4:30 AM","-10.2","0"
"3/26/2020 4:45 AM","-10.1","0"
"3/26/2020 5:00 AM","-10.1","0"
"3/26/2020 5:15 AM","-12.2","0"
"3/26/2020 5:30 AM","-12.3","0"
"3/26/2020 5:45 AM","-10.2","0"
"3/26/2020 6:00 AM","-10.2","0"
"3/26/2020 6:15 AM","-10.6","0"
"3/26/2020 6:30 AM","-11.5","0.201"
"3/26/2020 6:45 AM","14","28.6"
"3/26/2020 7:00 AM","147","161"
"3/26/2020 7:15 AM","348","362"
"3/26/2020 7:30 AM","359","373"
"3/26/2020 7:45 AM","545","560"
"3/26/2020 8:00 AM","761","784"
"3/26/2020 8:15 AM","1231","1244"
"3/26/2020 8:30 AM","1576","1571"
"3/26/2020 8:45 AM","1402","1419"
"3/26/2020 9:00 AM","1197","1222"
"3/26/2020 9:15 AM","1277","1299"
"3/26/2020 9:30 AM","1701","1711"
"3/26/2020 9:45 AM","1713","1710"
"3/26/2020 10:00 AM","1718","1728"
"3/26/2020 10:15 AM","1608","1588"
"3/26/2020 10:30 AM","2853","2799"
"3/26/2020 10:45 AM","2021","2173"
"3/26/2020 11:00 AM","2002","1978"
"3/26/2020 11:15 AM","2649","2663"
"3/26/2020 11:30 AM","2619","2652"
"3/26/2020 11:45 AM","2670","2689"
"3/26/2020 12:00 PM","2646","2678"
"3/26/2020 12:15 PM","2184","2211"
"3/26/2020 12:30 PM","708","725"
"3/26/2020 12:45 PM","1202","1228"
"3/26/2020 1:00 PM","895","912"
"3/26/2020 1:15 PM","714","733"
"3/26/2020 1:30 PM","459","477"
"3/26/2020 1:45 PM","256","274"
"3/26/2020 2:00 PM","119","138"
"3/26/2020 2:15 PM","105","124"
"3/26/2020 2:30 PM","120","140"
"3/26/2020 2:45 PM","110","129"
"3/26/2020 3:00 PM","91.6","111"
"3/26/2020 3:15 PM","74.4","96.5"
"3/26/2020 3:30 PM","120","140"
"3/26/2020 3:45 PM","98.7","118"
"3/26/2020 4:00 PM","145","164"
"3/26/2020 4:15 PM","150","168"
"3/26/2020 4:30 PM","114","132"
"3/26/2020 4:45 PM","110","127"
"3/26/2020 5:00 PM","112","129"
"3/26/2020 5:15 PM","72.2","91"
"3/26/2020 5:30 PM","82.4","100"
"3/26/2020 5:45 PM","68.9","86.5"
"3/26/2020 6:00 PM","42.6","60.3"
"3/26/2020 6:15 PM","26","41.2"
"3/26/2020 6:30 PM","13.8","27.9"
"3/26/2020 6:45 PM","-5.23","9.79"
"3/26/2020 7:00 PM","-11.2","0"
"3/26/2020 7:15 PM","-11","0"
"3/26/2020 7:30 PM","-10.3","0"
"3/26/2020 7:45 PM","-10.1","0"
"3/26/2020 8:00 PM","-10.1","0"
"3/26/2020 8:15 PM","-10","0"
"3/26/2020 8:30 PM","-10.1","0"
"3/26/2020 8:45 PM","-10","0"
"3/26/2020 9:00 PM","-10","0"
"3/26/2020 9:15 PM","-10.1","0"
"3/26/2020 9:30 PM","-10","0"
"3/26/2020 9:45 PM","-10","0"
"3/26/2020 10:00 PM","-10","0"
"3/26/2020 10:15 PM","-10","0"
"3/26/2020 10:30 PM","-10","0"
"3/26/2020 10:45 PM","-9.98","0"
"3/26/2020 11:00 PM","-9.97","0"
"3/26/2020 11:15 PM","-10","0"
"3/26/2020 11:30 PM","-10","0"
"3/26/2020 11:45 PM","-9.97","0"
