"","University of Illinois",""
"Timestamp","New Nexus 1272 Meter","Inverters"
"","kW","kW"
"3/14/2017 12:00 AM","-19.5","0"
"3/14/2017 12:15 AM","-18.8","0"
"3/14/2017 12:30 AM","-19","0"
"3/14/2017 12:45 AM","-18.9","0"
"3/14/2017 1:00 AM","-19","0"
"3/14/2017 1:15 AM","-19.2","0"
"3/14/2017 1:30 AM","-18.1","0"
"3/14/2017 1:45 AM","-17.6","0"
"3/14/2017 2:00 AM","-18.7","0"
"3/14/2017 2:15 AM","-17.9","0"
"3/14/2017 2:30 AM","-19.4","0"
"3/14/2017 2:45 AM","-18.6","0"
"3/14/2017 3:00 AM","-38.7","0"
"3/14/2017 3:15 AM","-21.5","0"
"3/14/2017 3:30 AM","-24","0"
"3/14/2017 3:45 AM","-24.9","0"
"3/14/2017 4:00 AM","-25","0"
"3/14/2017 4:15 AM","-21.6","0"
"3/14/2017 4:30 AM","-24.6","0"
"3/14/2017 4:45 AM","-23.1","0"
"3/14/2017 5:00 AM","-21.7","0"
"3/14/2017 5:15 AM","-20.7","0"
"3/14/2017 5:30 AM","-22.5","0"
"3/14/2017 5:45 AM","-24.7","0"
"3/14/2017 6:00 AM","-20.7","0"
"3/14/2017 6:15 AM","-23.8","0"
"3/14/2017 6:30 AM","-24.4","0"
"3/14/2017 6:45 AM","-25","0"
"3/14/2017 7:00 AM","-23.2","0"
"3/14/2017 7:15 AM","-22","3.24"
"3/14/2017 7:30 AM","0.294","22"
"3/14/2017 7:45 AM","2.66","25.4"
"3/14/2017 8:00 AM","3.17","28.2"
"3/14/2017 8:15 AM","18.9","43.2"
"3/14/2017 8:30 AM","78.5","101"
"3/14/2017 8:45 AM","96.7","118"
"3/14/2017 9:00 AM","188","207"
"3/14/2017 9:15 AM","142","165"
"3/14/2017 9:30 AM","120","138"
"3/14/2017 9:45 AM","119","136"
"3/14/2017 10:00 AM","169","188"
"3/14/2017 10:15 AM","247","265"
"3/14/2017 10:30 AM","314","336"
"3/14/2017 10:45 AM","372","396"
"3/14/2017 11:00 AM","413","437"
"3/14/2017 11:15 AM","302","330"
"3/14/2017 11:30 AM","295","321"
"3/14/2017 11:45 AM","241","262"
"3/14/2017 12:00 PM","241","264"
"3/14/2017 12:15 PM","247","269"
"3/14/2017 12:30 PM","276","299"
"3/14/2017 12:45 PM","496","573"
"3/14/2017 1:00 PM","305","333"
"3/14/2017 1:15 PM","360","392"
"3/14/2017 1:30 PM","359","394"
"3/14/2017 1:45 PM","685","696"
"3/14/2017 2:00 PM","594","600"
"3/14/2017 2:15 PM","345","376"
"3/14/2017 2:30 PM","651","664"
"3/14/2017 2:45 PM","214","234"
"3/14/2017 3:00 PM","256","277"
"3/14/2017 3:15 PM","481","488"
"3/14/2017 3:30 PM","430","463"
"3/14/2017 3:45 PM","406","428"
"3/14/2017 4:00 PM","332","352"
"3/14/2017 4:15 PM","181","192"
"3/14/2017 4:30 PM","164","182"
"3/14/2017 4:45 PM","102","121"
"3/14/2017 5:00 PM","129","148"
"3/14/2017 5:15 PM","302","323"
"3/14/2017 5:30 PM","158","180"
"3/14/2017 5:45 PM","105","124"
"3/14/2017 6:00 PM","159","182"
"3/14/2017 6:15 PM","84.1","104"
"3/14/2017 6:30 PM","0.656","18.4"
"3/14/2017 6:45 PM","-13.5","3.82"
"3/14/2017 7:00 PM","-19.7","0"
"3/14/2017 7:15 PM","-18.5","0"
"3/14/2017 7:30 PM","-18.5","0"
"3/14/2017 7:45 PM","-19.5","0"
"3/14/2017 8:00 PM","-20.8","0"
"3/14/2017 8:15 PM","-19.2","0"
"3/14/2017 8:30 PM","-19.6","0"
"3/14/2017 8:45 PM","-18.6","0"
"3/14/2017 9:00 PM","-14.3","0"
"3/14/2017 9:15 PM","-14.4","0"
"3/14/2017 9:30 PM","-14.3","0"
"3/14/2017 9:45 PM","-14.3","0"
"3/14/2017 10:00 PM","-14.7","0"
"3/14/2017 10:15 PM","-14.4","0"
"3/14/2017 10:30 PM","-13.9","0"
"3/14/2017 10:45 PM","-14.4","0"
"3/14/2017 11:00 PM","-14.3","0"
"3/14/2017 11:15 PM","-14.3","0"
"3/14/2017 11:30 PM","-14.2","0"
"3/14/2017 11:45 PM","-14.2","0"
