"","University of Illinois",""
"Timestamp","New Nexus 1272 Meter","Inverters"
"","kW","kW"
"10/11/2019 12:00 AM","-11.5","0"
"10/11/2019 12:15 AM","-11.5","0"
"10/11/2019 12:30 AM","-11.5","0"
"10/11/2019 12:45 AM","-11.5","0"
"10/11/2019 1:00 AM","-11.5","0"
"10/11/2019 1:15 AM","-11.4","0"
"10/11/2019 1:30 AM","-11.1","0"
"10/11/2019 1:45 AM","-11.2","0"
"10/11/2019 2:00 AM","-11.2","0"
"10/11/2019 2:15 AM","-11.2","0"
"10/11/2019 2:30 AM","-11.2","0"
"10/11/2019 2:45 AM","-10.8","0"
"10/11/2019 3:00 AM","-11","0"
"10/11/2019 3:15 AM","-11","0"
"10/11/2019 3:30 AM","-10.9","0"
"10/11/2019 3:45 AM","-10.7","0"
"10/11/2019 4:00 AM","-10.7","0"
"10/11/2019 4:15 AM","-10.7","0"
"10/11/2019 4:30 AM","-10.7","0"
"10/11/2019 4:45 AM","-10.6","0"
"10/11/2019 5:00 AM","-10.6","0"
"10/11/2019 5:15 AM","-10.6","0"
"10/11/2019 5:30 AM","-10.6","0"
"10/11/2019 5:45 AM","-10.6","0"
"10/11/2019 6:00 AM","-10.6","0"
"10/11/2019 6:15 AM","-10.6","0"
"10/11/2019 6:30 AM","-10.3","0"
"10/11/2019 6:45 AM","-10.7","0"
"10/11/2019 7:00 AM","-10.7","0"
"10/11/2019 7:15 AM","-9.07","1.36"
"10/11/2019 7:30 AM","4.91","18.5"
"10/11/2019 7:45 AM","4.4","17.7"
"10/11/2019 8:00 AM","23.8","37"
"10/11/2019 8:15 AM","27.8","41"
"10/11/2019 8:30 AM","63.3","76.1"
"10/11/2019 8:45 AM","58.4","71.7"
"10/11/2019 9:00 AM","122","136"
"10/11/2019 9:15 AM","229","241"
"10/11/2019 9:30 AM","330","342"
"10/11/2019 9:45 AM","413","426"
"10/11/2019 10:00 AM","428","439"
"10/11/2019 10:15 AM","554","569"
"10/11/2019 10:30 AM","550","561"
"10/11/2019 10:45 AM","474","486"
"10/11/2019 11:00 AM","401","413"
"10/11/2019 11:15 AM","423","435"
"10/11/2019 11:30 AM","364","376"
"10/11/2019 11:45 AM","376","388"
"10/11/2019 12:00 PM","370","381"
"10/11/2019 12:15 PM","375","387"
"10/11/2019 12:30 PM","359","372"
"10/11/2019 12:45 PM","348","358"
"10/11/2019 1:00 PM","504","515"
"10/11/2019 1:15 PM","547","558"
"10/11/2019 1:30 PM","370","381"
"10/11/2019 1:45 PM","469","482"
"10/11/2019 2:00 PM","442","453"
"10/11/2019 2:15 PM","396","411"
"10/11/2019 2:30 PM","387","401"
"10/11/2019 2:45 PM","529","540"
"10/11/2019 3:00 PM","555","566"
"10/11/2019 3:15 PM","446","456"
"10/11/2019 3:30 PM","464","475"
"10/11/2019 3:45 PM","450","461"
"10/11/2019 4:00 PM","548","559"
"10/11/2019 4:15 PM","365","374"
"10/11/2019 4:30 PM","223","235"
"10/11/2019 4:45 PM","291","304"
"10/11/2019 5:00 PM","279","290"
"10/11/2019 5:15 PM","63.7","77.5"
"10/11/2019 5:30 PM","28.6","42.1"
"10/11/2019 5:45 PM","19.7","32.8"
"10/11/2019 6:00 PM","33.9","46.9"
"10/11/2019 6:15 PM","-4.93","8.21"
"10/11/2019 6:30 PM","-10.7","0"
"10/11/2019 6:45 PM","-12.6","0"
"10/11/2019 7:00 PM","-10.1","0"
"10/11/2019 7:15 PM","-10.2","0"
"10/11/2019 7:30 PM","-10.2","0"
"10/11/2019 7:45 PM","-10.2","0"
"10/11/2019 8:00 PM","-10.2","0"
"10/11/2019 8:15 PM","-10.2","0"
"10/11/2019 8:30 PM","-11.1","0"
"10/11/2019 8:45 PM","-11.4","0"
"10/11/2019 9:00 PM","-10.3","0"
"10/11/2019 9:15 PM","-10.6","0"
"10/11/2019 9:30 PM","-10.2","0"
"10/11/2019 9:45 PM","-10.6","0"
"10/11/2019 10:00 PM","-11.4","0"
"10/11/2019 10:15 PM","-10.7","0"
"10/11/2019 10:30 PM","-10.2","0"
"10/11/2019 10:45 PM","-11","0"
"10/11/2019 11:00 PM","-10.2","0"
"10/11/2019 11:15 PM","-10.3","0"
"10/11/2019 11:30 PM","-10.2","0"
"10/11/2019 11:45 PM","-10.3","0"
