"","University of Illinois",""
"Timestamp","New Nexus 1272 Meter","Inverters"
"","kW","kW"
"6/24/2017 12:00 AM","-13.7","0"
"6/24/2017 12:15 AM","-13.8","0"
"6/24/2017 12:30 AM","-13.7","0"
"6/24/2017 12:45 AM","-13.8","0"
"6/24/2017 1:00 AM","-13.6","0"
"6/24/2017 1:15 AM","-13.5","0"
"6/24/2017 1:30 AM","-13.5","0"
"6/24/2017 1:45 AM","-13.6","0"
"6/24/2017 2:00 AM","-13.7","0"
"6/24/2017 2:15 AM","-13.6","0"
"6/24/2017 2:30 AM","-13.6","0"
"6/24/2017 2:45 AM","-13.6","0"
"6/24/2017 3:00 AM","-13.6","0"
"6/24/2017 3:15 AM","-13.6","0"
"6/24/2017 3:30 AM","-13.7","0"
"6/24/2017 3:45 AM","-13.7","0"
"6/24/2017 4:00 AM","-13.7","0"
"6/24/2017 4:15 AM","-13.6","0"
"6/24/2017 4:30 AM","-13.7","0"
"6/24/2017 4:45 AM","-13.9","0"
"6/24/2017 5:00 AM","-14.2","0"
"6/24/2017 5:15 AM","-11.3","1.18"
"6/24/2017 5:30 AM","18.5","11.9"
"6/24/2017 5:45 AM","52.3","22.7"
"6/24/2017 6:00 AM","83.7","33.2"
"6/24/2017 6:15 AM","126","47.1"
"6/24/2017 6:30 AM","237","84.6"
"6/24/2017 6:45 AM","411","144"
"6/24/2017 7:00 AM","639","226"
"6/24/2017 7:15 AM","929","321"
"6/24/2017 7:30 AM","1243","424"
"6/24/2017 7:45 AM","1565","536"
"6/24/2017 8:00 AM","1883","643"
"6/24/2017 8:15 AM","2198","750"
"6/24/2017 8:30 AM","2491","851"
"6/24/2017 8:45 AM","2773","946"
"6/24/2017 9:00 AM","3044","1040"
"6/24/2017 9:15 AM","3329","1152"
"6/24/2017 9:30 AM","3329","883"
"6/24/2017 9:45 AM","3584","1053"
"6/24/2017 10:00 AM","3322","1100"
"6/24/2017 10:15 AM","3829","1116"
"6/24/2017 10:30 AM","3153","1165"
"6/24/2017 10:45 AM","4338","1492"
"6/24/2017 11:00 AM","3622","1237"
"6/24/2017 11:15 AM","3781","1240"
"6/24/2017 11:30 AM","4618","1576"
"6/24/2017 11:45 AM","4206","1535"
"6/24/2017 12:00 PM","4555","1583"
"6/24/2017 12:15 PM","4663","1581"
"6/24/2017 12:30 PM","3816","1326"
"6/24/2017 12:45 PM","3391","1020"
"6/24/2017 1:00 PM","4393","1581"
"6/24/2017 1:15 PM","3745","1271"
"6/24/2017 1:30 PM","4659","1580"
"6/24/2017 1:45 PM","4664","1583"
"6/24/2017 2:00 PM","4666","1584"
"6/24/2017 2:15 PM","4662","1584"
"6/24/2017 2:30 PM","4652","1584"
"6/24/2017 2:45 PM","4583","1572"
"6/24/2017 3:00 PM","4422","1516"
"6/24/2017 3:15 PM","4068","1299"
"6/24/2017 3:30 PM","3785","1395"
"6/24/2017 3:45 PM","3894","1341"
"6/24/2017 4:00 PM","3642","1253"
"6/24/2017 4:15 PM","3409","1164"
"6/24/2017 4:30 PM","3162","1081"
"6/24/2017 4:45 PM","2905","995"
"6/24/2017 5:00 PM","2579","883"
"6/24/2017 5:15 PM","2292","789"
"6/24/2017 5:30 PM","1965","676"
"6/24/2017 5:45 PM","1656","569"
"6/24/2017 6:00 PM","1314","453"
"6/24/2017 6:15 PM","1013","352"
"6/24/2017 6:30 PM","706","249"
"6/24/2017 6:45 PM","448","162"
"6/24/2017 7:00 PM","253","93.9"
"6/24/2017 7:15 PM","136","52.2"
"6/24/2017 7:30 PM","84.9","36.1"
"6/24/2017 7:45 PM","33","20.5"
"6/24/2017 8:00 PM","37.2","18.9"
"6/24/2017 8:15 PM","4.39","7.65"
"6/24/2017 8:30 PM","-14.4","0.626"
"6/24/2017 8:45 PM","-14.4","0"
"6/24/2017 9:00 PM","-14.3","0"
"6/24/2017 9:15 PM","-13.8","0"
"6/24/2017 9:30 PM","-13.9","0"
"6/24/2017 9:45 PM","-14","0"
"6/24/2017 10:00 PM","-14.1","0"
"6/24/2017 10:15 PM","-14.1","0"
"6/24/2017 10:30 PM","-14.1","0"
"6/24/2017 10:45 PM","-14","0"
"6/24/2017 11:00 PM","-14","0"
"6/24/2017 11:15 PM","-14.1","0"
"6/24/2017 11:30 PM","-14","0"
"6/24/2017 11:45 PM","-14","0"
