"","University of Illinois",""
"Timestamp","New Nexus 1272 Meter","Inverters"
"","kW","kW"
"5/25/2020 12:00 AM","-13.9","0"
"5/25/2020 12:15 AM","-14","0"
"5/25/2020 12:30 AM","-14","0"
"5/25/2020 12:45 AM","-14","0"
"5/25/2020 1:00 AM","-14","0"
"5/25/2020 1:15 AM","-14.1","0"
"5/25/2020 1:30 AM","-14.1","0"
"5/25/2020 1:45 AM","-14","0"
"5/25/2020 2:00 AM","-14","0"
"5/25/2020 2:15 AM","-14.1","0"
"5/25/2020 2:30 AM","-14.1","0"
"5/25/2020 2:45 AM","-14.1","0"
"5/25/2020 3:00 AM","-14.1","0"
"5/25/2020 3:15 AM","-13.9","0"
"5/25/2020 3:30 AM","-13.9","0"
"5/25/2020 3:45 AM","-13.8","0"
"5/25/2020 4:00 AM","-13.8","0"
"5/25/2020 4:15 AM","-13.9","0"
"5/25/2020 4:30 AM","-13.8","0"
"5/25/2020 4:45 AM","-13.9","0"
"5/25/2020 5:00 AM","-14.3","0"
"5/25/2020 5:15 AM","-14.3","0"
"5/25/2020 5:30 AM","-8.32","7.97"
"5/25/2020 5:45 AM","65.7","84"
"5/25/2020 6:00 AM","173","191"
"5/25/2020 6:15 AM","243","262"
"5/25/2020 6:30 AM","244","260"
"5/25/2020 6:45 AM","284","301"
"5/25/2020 7:00 AM","421","439"
"5/25/2020 7:15 AM","561","579"
"5/25/2020 7:30 AM","637","654"
"5/25/2020 7:45 AM","974","990"
"5/25/2020 8:00 AM","1500","1480"
"5/25/2020 8:15 AM","1160","1176"
"5/25/2020 8:30 AM","2181","2199"
"5/25/2020 8:45 AM","1995","2024"
"5/25/2020 9:00 AM","1392","1419"
"5/25/2020 9:15 AM","2245","2272"
"5/25/2020 9:30 AM","2476","2510"
"5/25/2020 9:45 AM","2823","2840"
"5/25/2020 10:00 AM","3282","3339"
"5/25/2020 10:15 AM","4577","4643"
"5/25/2020 10:30 AM","3408","3411"
"5/25/2020 10:45 AM","3422","3449"
"5/25/2020 11:00 AM","3112","3165"
"5/25/2020 11:15 AM","3108","3154"
"5/25/2020 11:30 AM","3777","3872"
"5/25/2020 11:45 AM","3615","3635"
"5/25/2020 12:00 PM","2715","2740"
"5/25/2020 12:15 PM","1472","1503"
"5/25/2020 12:30 PM","3230","3278"
"5/25/2020 12:45 PM","3998","4099"
"5/25/2020 1:00 PM","3575","3704"
"5/25/2020 1:15 PM","3585","3583"
"5/25/2020 1:30 PM","4449","4524"
"5/25/2020 1:45 PM","4251","4334"
"5/25/2020 2:00 PM","4155","4189"
"5/25/2020 2:15 PM","3777","3907"
"5/25/2020 2:30 PM","4050","4103"
"5/25/2020 2:45 PM","3248","3341"
"5/25/2020 3:00 PM","2057","2066"
"5/25/2020 3:15 PM","2502","2540"
"5/25/2020 3:30 PM","2028","1964"
"5/25/2020 3:45 PM","1814","1838"
"5/25/2020 4:00 PM","2195","2255"
"5/25/2020 4:15 PM","2013","2051"
"5/25/2020 4:30 PM","779","864"
"5/25/2020 4:45 PM","2344","2368"
"5/25/2020 5:00 PM","2121","2151"
"5/25/2020 5:15 PM","1741","1771"
"5/25/2020 5:30 PM","1537","1568"
"5/25/2020 5:45 PM","1019","1039"
"5/25/2020 6:00 PM","885","913"
"5/25/2020 6:15 PM","662","690"
"5/25/2020 6:30 PM","450","479"
"5/25/2020 6:45 PM","260","288"
"5/25/2020 7:00 PM","166","193"
"5/25/2020 7:15 PM","113","138"
"5/25/2020 7:30 PM","55.9","80.2"
"5/25/2020 7:45 PM","15.1","37.2"
"5/25/2020 8:00 PM","-10.3","8.9"
"5/25/2020 8:15 PM","-14.3","0"
"5/25/2020 8:30 PM","-14.2","0"
"5/25/2020 8:45 PM","-13.7","0"
"5/25/2020 9:00 PM","-13.7","0"
"5/25/2020 9:15 PM","-13.7","0"
"5/25/2020 9:30 PM","-13.7","0"
"5/25/2020 9:45 PM","-13.8","0"
"5/25/2020 10:00 PM","-13.7","0"
"5/25/2020 10:15 PM","-13.9","0"
"5/25/2020 10:30 PM","-14","0"
"5/25/2020 10:45 PM","-13.7","0"
"5/25/2020 11:00 PM","-13.9","0"
"5/25/2020 11:15 PM","-13.9","0"
"5/25/2020 11:30 PM","-13.9","0"
"5/25/2020 11:45 PM","-14","0"
