"","University of Illinois",""
"Timestamp","New Nexus 1272 Meter","Inverters"
"","kW","kW"
"6/4/2018 12:00 AM","-14","0"
"6/4/2018 12:15 AM","-14","0"
"6/4/2018 12:30 AM","-14","0"
"6/4/2018 12:45 AM","-13.9","0"
"6/4/2018 1:00 AM","-13.9","0"
"6/4/2018 1:15 AM","-13.9","0"
"6/4/2018 1:30 AM","-13.9","0"
"6/4/2018 1:45 AM","-13.9","0"
"6/4/2018 2:00 AM","-14","0"
"6/4/2018 2:15 AM","-13.9","0"
"6/4/2018 2:30 AM","-13.9","0"
"6/4/2018 2:45 AM","-13.9","0"
"6/4/2018 3:00 AM","-14","0"
"6/4/2018 3:15 AM","-14.1","0"
"6/4/2018 3:30 AM","-14.1","0"
"6/4/2018 3:45 AM","-14","0"
"6/4/2018 4:00 AM","-14","0"
"6/4/2018 4:15 AM","-14","0"
"6/4/2018 4:30 AM","-13.9","0"
"6/4/2018 4:45 AM","-14.2","0"
"6/4/2018 5:00 AM","-14.5","0"
"6/4/2018 5:15 AM","-9.89","5.39"
"6/4/2018 5:30 AM","23","37.8"
"6/4/2018 5:45 AM","61.9","77.8"
"6/4/2018 6:00 AM","102","118"
"6/4/2018 6:15 AM","168","183"
"6/4/2018 6:30 AM","322","339"
"6/4/2018 6:45 AM","492","507"
"6/4/2018 7:00 AM","702","720"
"6/4/2018 7:15 AM","987","1002"
"6/4/2018 7:30 AM","1292","1309"
"6/4/2018 7:45 AM","1607","1622"
"6/4/2018 8:00 AM","1914","1933"
"6/4/2018 8:15 AM","2214","2236"
"6/4/2018 8:30 AM","2492","2526"
"6/4/2018 8:45 AM","2788","2827"
"6/4/2018 9:00 AM","2575","2894"
"6/4/2018 9:15 AM","2241","2283"
"6/4/2018 9:30 AM","2591","2709"
"6/4/2018 9:45 AM","3756","3801"
"6/4/2018 10:00 AM","3835","3885"
"6/4/2018 10:15 AM","3968","4019"
"6/4/2018 10:30 AM","4065","4123"
"6/4/2018 10:45 AM","4151","4201"
"6/4/2018 11:00 AM","4222","4278"
"6/4/2018 11:15 AM","4272","4329"
"6/4/2018 11:30 AM","4273","4329"
"6/4/2018 11:45 AM","4272","4327"
"6/4/2018 12:00 PM","4276","4335"
"6/4/2018 12:15 PM","4251","4286"
"6/4/2018 12:30 PM","4273","4329"
"6/4/2018 12:45 PM","4140","4060"
"6/4/2018 1:00 PM","3499","3506"
"6/4/2018 1:15 PM","4159","4202"
"6/4/2018 1:30 PM","3761","3926"
"6/4/2018 1:45 PM","4154","4244"
"6/4/2018 2:00 PM","4040","4048"
"6/4/2018 2:15 PM","3890","3932"
"6/4/2018 2:30 PM","3655","3747"
"6/4/2018 2:45 PM","4004","4042"
"6/4/2018 3:00 PM","3816","3811"
"6/4/2018 3:15 PM","3782","3788"
"6/4/2018 3:30 PM","3487","3515"
"6/4/2018 3:45 PM","3540","3591"
"6/4/2018 4:00 PM","3319","3375"
"6/4/2018 4:15 PM","3048","3104"
"6/4/2018 4:30 PM","2819","2869"
"6/4/2018 4:45 PM","2285","2251"
"6/4/2018 5:00 PM","2275","2308"
"6/4/2018 5:15 PM","1574","1624"
"6/4/2018 5:30 PM","1472","1493"
"6/4/2018 5:45 PM","791","825"
"6/4/2018 6:00 PM","820","840"
"6/4/2018 6:15 PM","904","930"
"6/4/2018 6:30 PM","645","665"
"6/4/2018 6:45 PM","522","538"
"6/4/2018 7:00 PM","368","388"
"6/4/2018 7:15 PM","262","283"
"6/4/2018 7:30 PM","236","257"
"6/4/2018 7:45 PM","87.9","108"
"6/4/2018 8:00 PM","18.9","38.1"
"6/4/2018 8:15 PM","-5.61","11.7"
"6/4/2018 8:30 PM","-14.4","0.441"
"6/4/2018 8:45 PM","-13.9","0"
"6/4/2018 9:00 PM","-13.5","0"
"6/4/2018 9:15 PM","-13.6","0"
"6/4/2018 9:30 PM","-13.6","0"
"6/4/2018 9:45 PM","-13.6","0"
"6/4/2018 10:00 PM","-13.4","0"
"6/4/2018 10:15 PM","-13.4","0"
"6/4/2018 10:30 PM","-13.4","0"
"6/4/2018 10:45 PM","-13.4","0"
"6/4/2018 11:00 PM","-13.4","0"
"6/4/2018 11:15 PM","-13.4","0"
"6/4/2018 11:30 PM","-13.4","0"
"6/4/2018 11:45 PM","-13.4","0"
