"","University of Illinois",""
"Timestamp","New Nexus 1272 Meter","Inverters"
"","kW","kW"
"4/1/2017 12:00 AM","-12.7","0"
"4/1/2017 12:15 AM","-12.7","0"
"4/1/2017 12:30 AM","-12.8","0"
"4/1/2017 12:45 AM","-12.8","0"
"4/1/2017 1:00 AM","-12.7","0"
"4/1/2017 1:15 AM","-13.1","0"
"4/1/2017 1:30 AM","-12.7","0"
"4/1/2017 1:45 AM","-13","0"
"4/1/2017 2:00 AM","-12.8","0"
"4/1/2017 2:15 AM","-12.7","0"
"4/1/2017 2:30 AM","-12.7","0"
"4/1/2017 2:45 AM","-12.8","0"
"4/1/2017 3:00 AM","-19.5","0"
"4/1/2017 3:15 AM","-12.6","0"
"4/1/2017 3:30 AM","-17.3","0"
"4/1/2017 3:45 AM","-13.7","0"
"4/1/2017 4:00 AM","-14.7","0"
"4/1/2017 4:15 AM","-15.1","0"
"4/1/2017 4:30 AM","-14.9","0"
"4/1/2017 4:45 AM","-12.6","0"
"4/1/2017 5:00 AM","-15.9","0"
"4/1/2017 5:15 AM","-15.2","0"
"4/1/2017 5:30 AM","-14","0"
"4/1/2017 5:45 AM","-14.5","0"
"4/1/2017 6:00 AM","-13","0"
"4/1/2017 6:15 AM","-16.3","0.355"
"4/1/2017 6:30 AM","0.52","16.2"
"4/1/2017 6:45 AM","46.8","62.9"
"4/1/2017 7:00 AM","141","158"
"4/1/2017 7:15 AM","209","227"
"4/1/2017 7:30 AM","241","260"
"4/1/2017 7:45 AM","768","793"
"4/1/2017 8:00 AM","1227","1267"
"4/1/2017 8:15 AM","1645","1704"
"4/1/2017 8:30 AM","2076","2138"
"4/1/2017 8:45 AM","2355","2434"
"4/1/2017 9:00 AM","2595","2665"
"4/1/2017 9:15 AM","2987","3083"
"4/1/2017 9:30 AM","3368","3463"
"4/1/2017 9:45 AM","3689","3773"
"4/1/2017 10:00 AM","3955","4054"
"4/1/2017 10:15 AM","4193","4314"
"4/1/2017 10:30 AM","4474","4596"
"4/1/2017 10:45 AM","4312","4456"
"4/1/2017 11:00 AM","4431","4551"
"4/1/2017 11:15 AM","4549","4667"
"4/1/2017 11:30 AM","4261","4400"
"4/1/2017 11:45 AM","3953","4019"
"4/1/2017 12:00 PM","3730","3788"
"4/1/2017 12:15 PM","4086","4187"
"4/1/2017 12:30 PM","4469","4613"
"4/1/2017 12:45 PM","4581","4714"
"4/1/2017 1:00 PM","4579","4713"
"4/1/2017 1:15 PM","4580","4712"
"4/1/2017 1:30 PM","4581","4711"
"4/1/2017 1:45 PM","4580","4714"
"4/1/2017 2:00 PM","4581","4714"
"4/1/2017 2:15 PM","4579","4713"
"4/1/2017 2:30 PM","4513","4678"
"4/1/2017 2:45 PM","4183","4285"
"4/1/2017 3:00 PM","3837","3903"
"4/1/2017 3:15 PM","3320","3435"
"4/1/2017 3:30 PM","2659","2710"
"4/1/2017 3:45 PM","3277","3341"
"4/1/2017 4:00 PM","2949","3024"
"4/1/2017 4:15 PM","3001","3045"
"4/1/2017 4:30 PM","2046","2079"
"4/1/2017 4:45 PM","1529","1562"
"4/1/2017 5:00 PM","1213","1263"
"4/1/2017 5:15 PM","1100","1155"
"4/1/2017 5:30 PM","667","704"
"4/1/2017 5:45 PM","510","539"
"4/1/2017 6:00 PM","385","409"
"4/1/2017 6:15 PM","312","334"
"4/1/2017 6:30 PM","268","287"
"4/1/2017 6:45 PM","133","147"
"4/1/2017 7:00 PM","10.5","26.7"
"4/1/2017 7:15 PM","-12.7","2.06"
"4/1/2017 7:30 PM","-13.9","0"
"4/1/2017 7:45 PM","-13.9","0"
"4/1/2017 8:00 PM","-13.8","0"
"4/1/2017 8:15 PM","-13.7","0"
"4/1/2017 8:30 PM","-13.6","0"
"4/1/2017 8:45 PM","-13.7","0"
"4/1/2017 9:00 PM","-13.3","0"
"4/1/2017 9:15 PM","-13.5","0"
"4/1/2017 9:30 PM","-13.6","0"
"4/1/2017 9:45 PM","-13.2","0"
"4/1/2017 10:00 PM","-12.8","0"
"4/1/2017 10:15 PM","-12.9","0"
"4/1/2017 10:30 PM","-12.8","0"
"4/1/2017 10:45 PM","-12.5","0"
"4/1/2017 11:00 PM","-12.5","0"
"4/1/2017 11:15 PM","-12.8","0"
"4/1/2017 11:30 PM","-12.5","0"
"4/1/2017 11:45 PM","-12.7","0"
