"","University of Illinois",""
"Timestamp","New Nexus 1272 Meter","Inverters"
"","kW","kW"
"6/22/2018 12:00 AM","-13.3","0"
"6/22/2018 12:15 AM","-13.2","0"
"6/22/2018 12:30 AM","-13.3","0"
"6/22/2018 12:45 AM","-13.2","0"
"6/22/2018 1:00 AM","-13.1","0"
"6/22/2018 1:15 AM","-13.3","0"
"6/22/2018 1:30 AM","-13.2","0"
"6/22/2018 1:45 AM","-13.2","0"
"6/22/2018 2:00 AM","-13.2","0"
"6/22/2018 2:15 AM","-13.2","0"
"6/22/2018 2:30 AM","-13.2","0"
"6/22/2018 2:45 AM","-13.2","0"
"6/22/2018 3:00 AM","-13.3","0"
"6/22/2018 3:15 AM","-13.3","0"
"6/22/2018 3:30 AM","-13.2","0"
"6/22/2018 3:45 AM","-13.3","0"
"6/22/2018 4:00 AM","-13.2","0"
"6/22/2018 4:15 AM","-13.2","0"
"6/22/2018 4:30 AM","-13.2","0"
"6/22/2018 4:45 AM","-13.1","0"
"6/22/2018 5:00 AM","-13.5","0"
"6/22/2018 5:15 AM","-12.3","1.72"
"6/22/2018 5:30 AM","17.1","34"
"6/22/2018 5:45 AM","159","176"
"6/22/2018 6:00 AM","226","241"
"6/22/2018 6:15 AM","196","211"
"6/22/2018 6:30 AM","292","308"
"6/22/2018 6:45 AM","334","349"
"6/22/2018 7:00 AM","400","416"
"6/22/2018 7:15 AM","508","524"
"6/22/2018 7:30 AM","470","483"
"6/22/2018 7:45 AM","566","582"
"6/22/2018 8:00 AM","1075","1090"
"6/22/2018 8:15 AM","1333","1350"
"6/22/2018 8:30 AM","895","910"
"6/22/2018 8:45 AM","640","654"
"6/22/2018 9:00 AM","435","451"
"6/22/2018 9:15 AM","557","574"
"6/22/2018 9:30 AM","1067","1082"
"6/22/2018 9:45 AM","1861","1883"
"6/22/2018 10:00 AM","1364","1387"
"6/22/2018 10:15 AM","1417","1439"
"6/22/2018 10:30 AM","2054","2079"
"6/22/2018 10:45 AM","1826","1848"
"6/22/2018 11:00 AM","1812","1837"
"6/22/2018 11:15 AM","1602","1625"
"6/22/2018 11:30 AM","2855","2897"
"6/22/2018 11:45 AM","3871","3933"
"6/22/2018 12:00 PM","3757","3806"
"6/22/2018 12:15 PM","2156","2164"
"6/22/2018 12:30 PM","1349","1374"
"6/22/2018 12:45 PM","759","778"
"6/22/2018 1:00 PM","790","813"
"6/22/2018 1:15 PM","1356","1378"
"6/22/2018 1:30 PM","2369","2401"
"6/22/2018 1:45 PM","2165","2186"
"6/22/2018 2:00 PM","1420","1461"
"6/22/2018 2:15 PM","2673","2710"
"6/22/2018 2:30 PM","1095","1113"
"6/22/2018 2:45 PM","563","578"
"6/22/2018 3:00 PM","448","464"
"6/22/2018 3:15 PM","671","690"
"6/22/2018 3:30 PM","1165","1186"
"6/22/2018 3:45 PM","1298","1315"
"6/22/2018 4:00 PM","1079","1099"
"6/22/2018 4:15 PM","1130","1149"
"6/22/2018 4:30 PM","1274","1290"
"6/22/2018 4:45 PM","1509","1526"
"6/22/2018 5:00 PM","2263","2281"
"6/22/2018 5:15 PM","1602","1637"
"6/22/2018 5:30 PM","780","793"
"6/22/2018 5:45 PM","697","709"
"6/22/2018 6:00 PM","1077","1092"
"6/22/2018 6:15 PM","870","886"
"6/22/2018 6:30 PM","558","577"
"6/22/2018 6:45 PM","195","211"
"6/22/2018 7:00 PM","116","134"
"6/22/2018 7:15 PM","137","154"
"6/22/2018 7:30 PM","167","185"
"6/22/2018 7:45 PM","70.2","87.9"
"6/22/2018 8:00 PM","17.3","34.7"
"6/22/2018 8:15 PM","-3.78","11.6"
"6/22/2018 8:30 PM","-13.5","0"
"6/22/2018 8:45 PM","-12.9","0"
"6/22/2018 9:00 PM","-12.6","0"
"6/22/2018 9:15 PM","-12.5","0"
"6/22/2018 9:30 PM","-12.4","0"
"6/22/2018 9:45 PM","-12.5","0"
"6/22/2018 10:00 PM","-12.5","0"
"6/22/2018 10:15 PM","-12.5","0"
"6/22/2018 10:30 PM","-12.4","0"
"6/22/2018 10:45 PM","-12.5","0"
"6/22/2018 11:00 PM","-12.5","0"
"6/22/2018 11:15 PM","-12.5","0"
"6/22/2018 11:30 PM","-12.5","0"
"6/22/2018 11:45 PM","-12.4","0"
